county,muni,reporting_unit_name,congressional_district,senate_district,assembly_district,leah_vukmir_rep,tammy_baldwin_dem,mary_jo_walters_write_in_ind,john_schiess_write_in_ind,scattering,race
GREEN LAKE,Village of KINGSTON,Village of KINGSTON Ward 1,Congressional - District 6,State Senate - District 14,Assembly - District 42,91,58,0,0,0,US senator
GREEN LAKE,Village of MARQUETTE,Village of MARQUETTE Ward 1,Congressional - District 6,State Senate - District 14,Assembly - District 41,41,37,0,0,0,US senator
GREEN LAKE,City of BERLIN,City of BERLIN Wards 1-6,Congressional - District 6,State Senate - District 14,Assembly - District 41,951,885,0,0,0,US senator
GREEN LAKE,City of GREEN LAKE,City of GREEN LAKE Wards 1-5,Congressional - District 6,State Senate - District 14,Assembly - District 41,259,215,0,0,0,US senator
GREEN LAKE,City of MARKESAN,City of MARKESAN Wards 1-3,Congressional - District 6,State Senate - District 14,Assembly - District 41,347,198,0,0,0,US senator
GREEN LAKE,City of PRINCETON,City of PRINCETON Wards 1-4,Congressional - District 6,State Senate - District 14,Assembly - District 41,281,225,0,0,0,US senator
IOWA,Town of ARENA,Town of ARENA Wards 1-2,Congressional - District 2,State Senate - District 27,Assembly - District 81,269,476,0,0,1,US senator
IOWA,Town of BRIGHAM,Town of BRIGHAM Wards 1-2,Congressional - District 2,State Senate - District 27,Assembly - District 80,186,399,0,0,0,US senator
IOWA,Town of CLYDE,Town of CLYDE Ward 1,Congressional - District 2,State Senate - District 17,Assembly - District 51,60,122,0,0,0,US senator
IOWA,Town of DODGEVILLE,Town of DODGEVILLE Wards 1-4,Congressional - District 2,State Senate - District 17,Assembly - District 51,323,586,0,0,0,US senator
IOWA,Town of EDEN,Town of EDEN Ward 1,Congressional - District 2,State Senate - District 17,Assembly - District 51,84,104,0,0,0,US senator
IOWA,Town of HIGHLAND,Town of HIGHLAND Wards 1-2,Congressional - District 2,State Senate - District 17,Assembly - District 51,153,192,0,0,0,US senator
IOWA,Town of LINDEN,Town of LINDEN Wards 1-3,Congressional - District 2,State Senate - District 17,Assembly - District 51,152,182,0,0,0,US senator
IOWA,Town of MIFFLIN,Town of MIFFLIN Wards 1-2,Congressional - District 2,State Senate - District 17,Assembly - District 51,96,125,0,0,0,US senator
IOWA,Town of MINERAL POINT,Town of MINERAL POINT Wards 1-2,Congressional - District 2,State Senate - District 17,Assembly - District 51,230,245,0,0,0,US senator
IOWA,Town of MOSCOW,Town of MOSCOW Wards 1-2,Congressional - District 2,State Senate - District 27,Assembly - District 80,114,206,0,0,0,US senator
IOWA,Town of PULASKI,Town of PULASKI Ward 1,Congressional - District 2,State Senate - District 17,Assembly - District 51,71,65,0,0,1,US senator
IOWA,Town of RIDGEWAY,Town of RIDGEWAY Wards 1-2,Congressional - District 2,State Senate - District 27,Assembly - District 80,112,217,0,0,0,US senator
IOWA,Town of WALDWICK,Town of WALDWICK Wards 1-2,Congressional - District 2,State Senate - District 27,Assembly - District 80,91,150,0,0,3,US senator
IOWA,Town of WYOMING,Town of WYOMING Wards 1-2,Congressional - District 2,State Senate - District 17,Assembly - District 51,65,151,0,0,1,US senator
IOWA,Village of ARENA,Village of ARENA Ward 1,Congressional - District 2,State Senate - District 27,Assembly - District 81,113,247,0,0,0,US senator
IOWA,Village of AVOCA,Village of AVOCA Ward 1,Congressional - District 2,State Senate - District 17,Assembly - District 51,71,119,0,0,0,US senator
IOWA,Village of BARNEVELD,Village of BARNEVELD Wards 1-2,Congressional - District 2,State Senate - District 27,Assembly - District 80,185,389,0,0,0,US senator
IOWA,VILLAGE OF BLANCHARDVILLE,VILLAGE OF BLANCHARDVILLE Ward 2,Congressional - District 2,State Senate - District 17,Assembly - District 51,28,55,0,0,0,US senator
IOWA,Village of COBB,Village of COBB Ward 1,Congressional - District 2,State Senate - District 17,Assembly - District 51,78,137,0,0,0,US senator
IOWA,Village of HIGHLAND,Village of HIGHLAND Ward 1,Congressional - District 2,State Senate - District 17,Assembly - District 51,125,203,0,0,0,US senator
IOWA,Village of HOLLANDALE,Village of HOLLANDALE Ward 1,Congressional - District 2,State Senate - District 27,Assembly - District 80,27,102,0,0,0,US senator
IOWA,Village of LINDEN,Village of LINDEN Ward 1,Congressional - District 2,State Senate - District 17,Assembly - District 51,55,137,0,0,0,US senator
IOWA,VILLAGE OF LIVINGSTON,VILLAGE OF LIVINGSTON Ward 2,Congressional - District 2,State Senate - District 17,Assembly - District 49,1,0,0,0,0,US senator
IOWA,VILLAGE OF MONTFORT,VILLAGE OF MONTFORT Ward 2,Congressional - District 2,State Senate - District 17,Assembly - District 49,18,30,0,0,0,US senator
IOWA,VILLAGE OF MUSCODA,VILLAGE OF MUSCODA Ward 3,Congressional - District 2,State Senate - District 17,Assembly - District 49,7,6,0,0,0,US senator
IOWA,Village of REWEY,Village of REWEY Ward 1,Congressional - District 2,State Senate - District 17,Assembly - District 51,32,55,0,0,0,US senator
IOWA,Village of RIDGEWAY,Village of RIDGEWAY Ward 1,Congressional - District 2,State Senate - District 27,Assembly - District 80,85,174,0,0,0,US senator
IOWA,City of DODGEVILLE,City of DODGEVILLE Wards 1-10,Congressional - District 2,State Senate - District 17,Assembly - District 51,669,1440,0,0,3,US senator
IOWA,City of MINERAL POINT,City of MINERAL POINT Wards 1-6,Congressional - District 2,State Senate - District 17,Assembly - District 51,335,956,0,0,0,US senator
IRON,Town of ANDERSON,Town of ANDERSON Ward 1,Congressional - District 7,State Senate - District 25,Assembly - District 74,16,19,0,0,0,US senator
IRON,Town of CAREY,Town of CAREY Ward 1,Congressional - District 7,State Senate - District 25,Assembly - District 74,50,30,0,0,0,US senator
IRON,Town of GURNEY,Town of GURNEY Ward 1,Congressional - District 7,State Senate - District 25,Assembly - District 74,35,44,0,0,0,US senator
IRON,Town of KIMBALL,Town of KIMBALL Ward 1,Congressional - District 7,State Senate - District 25,Assembly - District 74,131,131,0,0,0,US senator
IRON,Town of KNIGHT,Town of KNIGHT Ward 1,Congressional - District 7,State Senate - District 25,Assembly - District 74,36,46,0,0,0,US senator
IRON,Town of MERCER,Town of MERCER Wards 1-4,Congressional - District 7,State Senate - District 25,Assembly - District 74,541,382,0,0,0,US senator
IRON,Town of OMA,Town of OMA Ward 1,Congressional - District 7,State Senate - District 25,Assembly - District 74,127,84,0,0,0,US senator
IRON,Town of PENCE,Town of PENCE Ward 1,Congressional - District 7,State Senate - District 25,Assembly - District 74,35,53,0,0,0,US senator
IRON,Town of SAXON,Town of SAXON Ward 1,Congressional - District 7,State Senate - District 25,Assembly - District 74,92,76,0,0,0,US senator
IRON,Town of SHERMAN,Town of SHERMAN Ward 1,Congressional - District 7,State Senate - District 25,Assembly - District 74,109,88,0,0,0,US senator
IRON,City of HURLEY,City of HURLEY Ward 1,Congressional - District 7,State Senate - District 25,Assembly - District 74,83,89,0,0,0,US senator
IRON,City of HURLEY,City of HURLEY Ward 2,Congressional - District 7,State Senate - District 25,Assembly - District 74,75,91,0,0,0,US senator
IRON,City of HURLEY,City of HURLEY Ward 3,Congressional - District 7,State Senate - District 25,Assembly - District 74,53,46,0,0,0,US senator
IRON,City of HURLEY,City of HURLEY Ward 4,Congressional - District 7,State Senate - District 25,Assembly - District 74,61,88,0,0,0,US senator
IRON,City of MONTREAL,City of MONTREAL Wards 1-2,Congressional - District 7,State Senate - District 25,Assembly - District 74,161,192,0,0,0,US senator
JACKSON,Town of ADAMS,Town of ADAMS Wards 1-3,Congressional - District 3,State Senate - District 31,Assembly - District 92,354,350,0,0,0,US senator
JACKSON,Town of ALBION,Town of ALBION Wards 1-4,Congressional - District 3,State Senate - District 31,Assembly - District 92,283,291,0,0,0,US senator
JACKSON,Town of ALMA,"Town of ALMA Wards 1,4",Congressional - District 7,State Senate - District 31,Assembly - District 92,65,47,0,0,0,US senator
JACKSON,Town of ALMA,"Town of ALMA Wards 2-3,5",Congressional - District 3,State Senate - District 31,Assembly - District 92,154,134,0,0,0,US senator
JACKSON,Town of BEAR BLUFF,Town of BEAR BLUFF Ward 1,Congressional - District 7,State Senate - District 24,Assembly - District 70,57,13,0,0,0,US senator
JACKSON,Town of BROCKWAY,Town of BROCKWAY Wards 1-6,Congressional - District 3,State Senate - District 31,Assembly - District 92,209,468,0,0,0,US senator
JACKSON,Town of CITY POINT,Town of CITY POINT Ward 1,Congressional - District 7,State Senate - District 24,Assembly - District 70,41,38,0,0,0,US senator
JACKSON,Town of CLEVELAND,Town of CLEVELAND Ward 1,Congressional - District 7,State Senate - District 23,Assembly - District 68,122,98,0,0,0,US senator
JACKSON,Town of CURRAN,Town of CURRAN Ward 1,Congressional - District 3,State Senate - District 31,Assembly - District 92,57,77,0,0,0,US senator
JACKSON,Town of FRANKLIN,Town of FRANKLIN Ward 1,Congressional - District 3,State Senate - District 31,Assembly - District 92,54,92,0,0,0,US senator
JACKSON,Town of GARDEN VALLEY,Town of GARDEN VALLEY Ward 1,Congressional - District 7,State Senate - District 31,Assembly - District 92,128,73,0,0,0,US senator
JACKSON,Town of GARFIELD,Town of GARFIELD Ward 1,Congressional - District 3,State Senate - District 23,Assembly - District 68,161,131,0,0,0,US senator
JACKSON,Town of HIXTON,Town of HIXTON Wards 1-2,Congressional - District 3,State Senate - District 31,Assembly - District 92,141,112,0,0,0,US senator
JACKSON,Town of IRVING,Town of IRVING Wards 1-3,Congressional - District 3,State Senate - District 31,Assembly - District 92,124,192,0,0,0,US senator
JACKSON,Town of KNAPP,Town of KNAPP Ward 1,Congressional - District 7,State Senate - District 24,Assembly - District 70,109,56,0,0,0,US senator
JACKSON,Town of KOMENSKY,Town of KOMENSKY Ward 1,Congressional - District 3,State Senate - District 31,Assembly - District 92,26,106,0,0,0,US senator
JACKSON,Town of MANCHESTER,Town of MANCHESTER Ward 1,Congressional - District 3,State Senate - District 24,Assembly - District 70,174,165,0,0,0,US senator
JACKSON,Town of MELROSE,Town of MELROSE Ward 1,Congressional - District 3,State Senate - District 31,Assembly - District 92,101,80,0,0,0,US senator
JACKSON,Town of MILLSTON,Town of MILLSTON Ward 1,Congressional - District 3,State Senate - District 24,Assembly - District 70,47,43,0,0,0,US senator
JACKSON,Town of NORTH BEND,Town of NORTH BEND Ward 1,Congressional - District 3,State Senate - District 31,Assembly - District 92,100,128,0,0,0,US senator
JACKSON,Town of NORTHFIELD,Town of NORTHFIELD Ward 1,Congressional - District 3,State Senate - District 31,Assembly - District 92,159,132,0,0,0,US senator
JACKSON,Town of SPRINGFIELD,Town of SPRINGFIELD Ward 1,Congressional - District 3,State Senate - District 31,Assembly - District 92,87,112,0,0,0,US senator
JACKSON,Village of ALMA CENTER,Village of ALMA CENTER Ward 1,Congressional - District 3,State Senate - District 31,Assembly - District 92,66,119,0,0,0,US senator
JACKSON,Village of HIXTON,Village of HIXTON Ward 1,Congressional - District 3,State Senate - District 31,Assembly - District 92,64,106,0,0,0,US senator
JACKSON,Village of MELROSE,Village of MELROSE Ward 1,Congressional - District 3,State Senate - District 31,Assembly - District 92,90,126,0,0,0,US senator
JACKSON,Village of MERRILLAN,Village of MERRILLAN Ward 1,Congressional - District 3,State Senate - District 31,Assembly - District 92,75,118,0,0,0,US senator
JACKSON,Village of TAYLOR,Village of TAYLOR Ward 1,Congressional - District 3,State Senate - District 31,Assembly - District 92,57,78,0,0,0,US senator
JACKSON,City of BLACK RIVER FALLS,City of BLACK RIVER FALLS Ward 1,Congressional - District 3,State Senate - District 31,Assembly - District 92,180,266,0,0,0,US senator
JACKSON,City of BLACK RIVER FALLS,City of BLACK RIVER FALLS Ward 2,Congressional - District 3,State Senate - District 31,Assembly - District 92,97,234,0,0,0,US senator
JACKSON,City of BLACK RIVER FALLS,City of BLACK RIVER FALLS Ward 3,Congressional - District 3,State Senate - District 31,Assembly - District 92,65,176,0,0,0,US senator
JACKSON,City of BLACK RIVER FALLS,City of BLACK RIVER FALLS Ward 4,Congressional - District 3,State Senate - District 31,Assembly - District 92,164,209,0,0,0,US senator
JEFFERSON,Town of AZTALAN,Town of AZTALAN Wards 1-2,Congressional - District 5,State Senate - District 13,Assembly - District 38,373,345,0,0,1,US senator
JEFFERSON,Town of COLD SPRING,Town of COLD SPRING Ward 1,Congressional - District 5,State Senate - District 15,Assembly - District 43,234,178,0,0,2,US senator
JEFFERSON,Town of CONCORD,Town of CONCORD Wards 1-3,Congressional - District 5,State Senate - District 13,Assembly - District 38,719,376,0,0,0,US senator
JEFFERSON,Town of FARMINGTON,Town of FARMINGTON Wards 1-2,Congressional - District 5,State Senate - District 13,Assembly - District 38,510,285,0,0,2,US senator
JEFFERSON,Town of HEBRON,Town of HEBRON Wards 1-2,Congressional - District 5,State Senate - District 11,Assembly - District 33,350,212,0,0,0,US senator
JEFFERSON,Town of IXONIA,Town of IXONIA Wards 1-6,Congressional - District 5,State Senate - District 13,Assembly - District 37,1754,755,0,0,5,US senator
JEFFERSON,Town of JEFFERSON,Town of JEFFERSON Wards 1-3,Congressional - District 5,State Senate - District 11,Assembly - District 33,604,430,0,0,1,US senator
JEFFERSON,Town of KOSHKONONG,"Town of KOSHKONONG Wards 1,6",Congressional - District 5,State Senate - District 11,Assembly - District 33,103,100,0,0,0,US senator
JEFFERSON,Town of KOSHKONONG,Town of KOSHKONONG Wards 2-5,Congressional - District 5,State Senate - District 15,Assembly - District 43,865,754,0,0,1,US senator
JEFFERSON,Town of LAKE MILLS,Town of LAKE MILLS Wards 1-3,Congressional - District 5,State Senate - District 13,Assembly - District 38,548,651,0,0,0,US senator
JEFFERSON,Town of MILFORD,Town of MILFORD Wards 1-2,Congressional - District 5,State Senate - District 13,Assembly - District 38,312,268,0,0,0,US senator
JEFFERSON,Town of OAKLAND,Town of OAKLAND Wards 1-4,Congressional - District 5,State Senate - District 11,Assembly - District 33,775,1028,0,0,1,US senator
JEFFERSON,Town of PALMYRA,Town of PALMYRA Wards 1-2,Congressional - District 5,State Senate - District 11,Assembly - District 33,467,227,0,0,1,US senator
JEFFERSON,Town of SULLIVAN,Town of SULLIVAN Wards 1-3,Congressional - District 5,State Senate - District 11,Assembly - District 33,789,416,0,0,2,US senator
JEFFERSON,Town of SUMNER,Town of SUMNER Ward 1,Congressional - District 5,State Senate - District 15,Assembly - District 43,259,226,0,0,0,US senator
JEFFERSON,Town of WATERLOO,Town of WATERLOO Ward 1,Congressional - District 5,State Senate - District 13,Assembly - District 38,267,220,0,0,0,US senator
JEFFERSON,Town of WATERTOWN,Town of WATERTOWN Wards 1-2,Congressional - District 5,State Senate - District 13,Assembly - District 38,662,343,0,0,0,US senator
JEFFERSON,VILLAGE OF CAMBRIDGE,VILLAGE OF CAMBRIDGE Ward 1,Congressional - District 5,State Senate - District 13,Assembly - District 38,11,28,0,0,0,US senator
JEFFERSON,Village of JOHNSON CREEK,Village of JOHNSON CREEK Wards 1-3,Congressional - District 5,State Senate - District 13,Assembly - District 38,745,616,0,0,1,US senator
JEFFERSON,VILLAGE OF LAC LA BELLE,VILLAGE OF LAC LA BELLE Ward 2,Congressional - District 5,State Senate - District 13,Assembly - District 38,0,0,0,0,0,US senator
JEFFERSON,Village of PALMYRA,Village of PALMYRA Wards 1-2,Congressional - District 5,State Senate - District 11,Assembly - District 33,476,286,0,0,2,US senator
JEFFERSON,Village of SULLIVAN,Village of SULLIVAN Ward 1,Congressional - District 5,State Senate - District 11,Assembly - District 33,202,131,0,0,4,US senator
JEFFERSON,City of FORT ATKINSON,City of FORT ATKINSON Wards 1-2,Congressional - District 5,State Senate - District 11,Assembly - District 33,529,813,0,0,0,US senator
JEFFERSON,City of FORT ATKINSON,City of FORT ATKINSON Wards 3-4,Congressional - District 5,State Senate - District 11,Assembly - District 33,460,695,0,0,1,US senator
JEFFERSON,City of FORT ATKINSON,City of FORT ATKINSON Wards 5-6,Congressional - District 5,State Senate - District 11,Assembly - District 33,358,559,0,0,1,US senator
JEFFERSON,City of FORT ATKINSON,"City of FORT ATKINSON Wards 7,9",Congressional - District 5,State Senate - District 11,Assembly - District 33,419,676,0,0,1,US senator
