contest_name,reporting_unit_id,hindi,ru_order,county,muni,reporting_unit_name,congressional_district,senate_district,assembly_district,jay_schroeder_rep,doug_la_follette_dem,brad_karas_write_in_wgr,scattering,race
SECRETARY OF STATE,143285,5231,30,BROWN,City of GREEN BAY,City of GREEN BAY Ward 30,Congressional - District 8,State Senate - District 30,Assembly - District 90,267,608,0,2,secretary of state
SECRETARY OF STATE,143274,5231,31,BROWN,City of GREEN BAY,City of GREEN BAY Ward 31,Congressional - District 8,State Senate - District 30,Assembly - District 90,340,529,0,2,secretary of state
SECRETARY OF STATE,143271,5231,32,BROWN,City of GREEN BAY,City of GREEN BAY Ward 32,Congressional - District 8,State Senate - District 30,Assembly - District 90,307,415,0,0,secretary of state
SECRETARY OF STATE,143272,5231,33,BROWN,City of GREEN BAY,City of GREEN BAY Ward 33,Congressional - District 8,State Senate - District 30,Assembly - District 90,211,307,0,2,secretary of state
SECRETARY OF STATE,144397,5231,34,BROWN,City of GREEN BAY,City of GREEN BAY Ward 34,Congressional - District 8,State Senate - District 2,Assembly - District 4,477,549,0,0,secretary of state
SECRETARY OF STATE,143273,5231,35,BROWN,City of GREEN BAY,City of GREEN BAY Ward 35,Congressional - District 8,State Senate - District 2,Assembly - District 4,363,361,0,0,secretary of state
SECRETARY OF STATE,143276,5231,36,BROWN,City of GREEN BAY,City of GREEN BAY Ward 36,Congressional - District 8,State Senate - District 30,Assembly - District 90,145,254,0,0,secretary of state
SECRETARY OF STATE,144398,5231,37,BROWN,City of GREEN BAY,City of GREEN BAY Ward 37,Congressional - District 8,State Senate - District 30,Assembly - District 90,310,413,0,1,secretary of state
SECRETARY OF STATE,143286,5231,38,BROWN,City of GREEN BAY,City of GREEN BAY Ward 38,Congressional - District 8,State Senate - District 30,Assembly - District 90,376,580,0,0,secretary of state
SECRETARY OF STATE,143289,5231,39,BROWN,City of GREEN BAY,City of GREEN BAY Ward 39,Congressional - District 8,State Senate - District 30,Assembly - District 90,454,604,0,1,secretary of state
SECRETARY OF STATE,143287,5231,40,BROWN,City of GREEN BAY,City of GREEN BAY Ward 40,Congressional - District 8,State Senate - District 30,Assembly - District 90,311,420,0,0,secretary of state
SECRETARY OF STATE,143278,5231,41,BROWN,City of GREEN BAY,City of GREEN BAY Ward 41,Congressional - District 8,State Senate - District 2,Assembly - District 4,200,222,0,1,secretary of state
SECRETARY OF STATE,143262,5231,42,BROWN,City of GREEN BAY,City of GREEN BAY Ward 42,Congressional - District 8,State Senate - District 30,Assembly - District 90,233,342,0,2,secretary of state
SECRETARY OF STATE,144399,5231,43,BROWN,City of GREEN BAY,City of GREEN BAY Ward 43,Congressional - District 8,State Senate - District 2,Assembly - District 4,443,542,0,2,secretary of state
SECRETARY OF STATE,143297,5231,44,BROWN,City of GREEN BAY,City of GREEN BAY Ward 44,Congressional - District 8,State Senate - District 2,Assembly - District 4,649,707,0,2,secretary of state
SECRETARY OF STATE,143277,5231,45,BROWN,City of GREEN BAY,City of GREEN BAY Ward 45,Congressional - District 8,State Senate - District 2,Assembly - District 4,883,699,0,1,secretary of state
SECRETARY OF STATE,143288,5231,46,BROWN,City of GREEN BAY,City of GREEN BAY Ward 46,Congressional - District 8,State Senate - District 2,Assembly - District 4,463,698,0,1,secretary of state
SECRETARY OF STATE,143279,5231,47,BROWN,City of GREEN BAY,City of GREEN BAY Ward 47,Congressional - District 8,State Senate - District 2,Assembly - District 4,718,654,0,1,secretary of state
SECRETARY OF STATE,143914,6002,1,BUFFALO,Town of ALMA,Town of ALMA Ward 1,Congressional - District 3,State Senate - District 31,Assembly - District 92,55,88,0,0,secretary of state
SECRETARY OF STATE,143913,6004,1,BUFFALO,Town of BELVIDERE,Town of BELVIDERE Ward 1,Congressional - District 3,State Senate - District 31,Assembly - District 92,123,94,0,0,secretary of state
SECRETARY OF STATE,146497,6006,1,BUFFALO,Town of BUFFALO,Town of BUFFALO Ward 1,Congressional - District 3,State Senate - District 31,Assembly - District 92,189,161,0,0,secretary of state
SECRETARY OF STATE,145627,6008,1,BUFFALO,Town of CANTON,Town of CANTON Ward 1,Congressional - District 3,State Senate - District 31,Assembly - District 92,73,56,0,1,secretary of state
SECRETARY OF STATE,145628,6010,1,BUFFALO,Town of CROSS,Town of CROSS Ward 1,Congressional - District 3,State Senate - District 31,Assembly - District 92,102,64,0,0,secretary of state
SECRETARY OF STATE,145626,6012,1,BUFFALO,Town of DOVER,Town of DOVER Ward 1,Congressional - District 3,State Senate - District 31,Assembly - District 92,91,81,0,0,secretary of state
SECRETARY OF STATE,143915,6014,1,BUFFALO,Town of GILMANTON,Town of GILMANTON Ward 1,Congressional - District 3,State Senate - District 31,Assembly - District 92,91,73,0,0,secretary of state
SECRETARY OF STATE,145629,6016,1,BUFFALO,Town of GLENCOE,Town of GLENCOE Ward 1,Congressional - District 3,State Senate - District 31,Assembly - District 92,145,62,0,0,secretary of state
SECRETARY OF STATE,143916,6018,1,BUFFALO,Town of LINCOLN,Town of LINCOLN Ward 1,Congressional - District 3,State Senate - District 31,Assembly - District 92,63,45,0,0,secretary of state
SECRETARY OF STATE,146390,6020,1,BUFFALO,Town of MAXVILLE,Town of MAXVILLE Ward 1,Congressional - District 3,State Senate - District 31,Assembly - District 93,102,40,0,0,secretary of state
SECRETARY OF STATE,146687,6022,1,BUFFALO,Town of MILTON,Town of MILTON Ward 1,Congressional - District 3,State Senate - District 31,Assembly - District 92,136,131,0,0,secretary of state
SECRETARY OF STATE,143917,6024,1,BUFFALO,Town of MODENA,Town of MODENA Ward 1,Congressional - District 3,State Senate - District 31,Assembly - District 92,72,73,0,0,secretary of state
SECRETARY OF STATE,145630,6026,1,BUFFALO,Town of MONDOVI,Town of MONDOVI Ward 1,Congressional - District 3,State Senate - District 31,Assembly - District 92,102,85,0,0,secretary of state
SECRETARY OF STATE,143918,6028,1,BUFFALO,Town of MONTANA,Town of MONTANA Ward 1,Congressional - District 3,State Senate - District 31,Assembly - District 92,82,36,0,0,secretary of state
SECRETARY OF STATE,143919,6030,1,BUFFALO,Town of NAPLES,Town of NAPLES Ward 1,Congressional - District 3,State Senate - District 31,Assembly - District 92,197,122,0,0,secretary of state
SECRETARY OF STATE,146392,6032,1,BUFFALO,Town of NELSON,Town of NELSON Ward 1,Congressional - District 3,State Senate - District 31,Assembly - District 92,168,98,0,0,secretary of state
SECRETARY OF STATE,145631,6034,1,BUFFALO,Town of WAUMANDEE,Town of WAUMANDEE Ward 1,Congressional - District 3,State Senate - District 31,Assembly - District 92,152,94,0,0,secretary of state
SECRETARY OF STATE,143920,6111,1,BUFFALO,Village of COCHRANE,Village of COCHRANE Ward 1,Congressional - District 3,State Senate - District 31,Assembly - District 92,87,77,0,0,secretary of state
SECRETARY OF STATE,145632,6154,1,BUFFALO,Village of NELSON,Village of NELSON Ward 1,Congressional - District 3,State Senate - District 31,Assembly - District 92,65,62,0,0,secretary of state
SECRETARY OF STATE,145815,6201,1,BUFFALO,City of ALMA,City of ALMA Wards 1-2,Congressional - District 3,State Senate - District 31,Assembly - District 92,173,184,0,0,secretary of state
SECRETARY OF STATE,145633,6206,1,BUFFALO,City of BUFFALO CITY,City of BUFFALO CITY Ward 1,Congressional - District 3,State Senate - District 31,Assembly - District 92,257,238,0,0,secretary of state
SECRETARY OF STATE,143921,6226,1,BUFFALO,City of FOUNTAIN CITY,City of FOUNTAIN CITY Wards 1-2,Congressional - District 3,State Senate - District 31,Assembly - District 92,176,185,0,0,secretary of state
SECRETARY OF STATE,146382,6251,1,BUFFALO,City of MONDOVI,City of MONDOVI Wards 1-3,Congressional - District 3,State Senate - District 31,Assembly - District 92,490,479,0,2,secretary of state
SECRETARY OF STATE,143387,7002,1,BURNETT,Town of ANDERSON,Town of ANDERSON Ward 1,Congressional - District 7,State Senate - District 10,Assembly - District 28,118,55,0,0,secretary of state
SECRETARY OF STATE,143162,7004,1,BURNETT,Town of BLAINE,Town of BLAINE Ward 1,Congressional - District 7,State Senate - District 25,Assembly - District 73,62,32,0,0,secretary of state
SECRETARY OF STATE,143393,7006,1,BURNETT,Town of DANIELS,Town of DANIELS Ward 1,Congressional - District 7,State Senate - District 10,Assembly - District 28,199,114,0,0,secretary of state
