contest_name,reporting_unit_id,hindi,ru_order,county,muni,reporting_unit_name,congressional_district,senate_district,assembly_district,travis_hartwig_rep,sarah_godlewski_dem,andrew_zuelke_con,scattering,race
STATE TREASURER,146088,1002,1,ADAMS,Town of ADAMS,Town of ADAMS Wards 1-3,Congressional - District 3,State Senate - District 14,Assembly - District 41,324,232,20,0,state treasurer
STATE TREASURER,143378,1004,1,ADAMS,Town of BIG FLATS,Town of BIG FLATS Wards 1-2,Congressional - District 3,State Senate - District 24,Assembly - District 72,224,181,18,0,state treasurer
STATE TREASURER,144938,1006,1,ADAMS,Town of COLBURN,Town of COLBURN Ward 1,Congressional - District 3,State Senate - District 24,Assembly - District 72,58,38,5,0,state treasurer
STATE TREASURER,145996,1008,1,ADAMS,Town of DELL PRAIRIE,Town of DELL PRAIRIE Wards 1-3,Congressional - District 3,State Senate - District 14,Assembly - District 41,397,320,24,0,state treasurer
STATE TREASURER,143180,1010,1,ADAMS,Town of EASTON,Town of EASTON Wards 1-2,Congressional - District 3,State Senate - District 14,Assembly - District 41,257,181,18,0,state treasurer
STATE TREASURER,145262,1012,1,ADAMS,Town of JACKSON,Town of JACKSON Wards 1-2,Congressional - District 3,State Senate - District 14,Assembly - District 41,280,227,21,0,state treasurer
STATE TREASURER,143123,1014,1,ADAMS,Town of LEOLA,Town of LEOLA Ward 1,Congressional - District 3,State Senate - District 24,Assembly - District 72,101,24,4,0,state treasurer
STATE TREASURER,143434,1016,1,ADAMS,Town of LINCOLN,Town of LINCOLN Ward 1,Congressional - District 3,State Senate - District 14,Assembly - District 41,73,73,6,0,state treasurer
STATE TREASURER,143124,1018,1,ADAMS,Town of MONROE,Town of MONROE Ward 1,Congressional - District 3,State Senate - District 24,Assembly - District 72,127,97,4,0,state treasurer
STATE TREASURER,144948,1020,1,ADAMS,Town of NEW CHESTER,Town of NEW CHESTER Wards 1-3,Congressional - District 3,State Senate - District 14,Assembly - District 41,192,152,10,0,state treasurer
STATE TREASURER,144943,1022,1,ADAMS,Town of NEW HAVEN,Town of NEW HAVEN Ward 1,Congressional - District 3,State Senate - District 14,Assembly - District 41,163,135,19,0,state treasurer
STATE TREASURER,145023,1024,1,ADAMS,Town of PRESTON,Town of PRESTON Wards 1-2,Congressional - District 3,State Senate - District 24,Assembly - District 72,349,290,13,0,state treasurer
STATE TREASURER,143002,1026,1,ADAMS,Town of QUINCY,Town of QUINCY Wards 1-3,Congressional - District 3,State Senate - District 14,Assembly - District 41,298,278,14,0,state treasurer
STATE TREASURER,144939,1028,1,ADAMS,Town of RICHFIELD,Town of RICHFIELD Ward 1,Congressional - District 3,State Senate - District 24,Assembly - District 72,46,26,3,0,state treasurer
STATE TREASURER,145044,1030,1,ADAMS,Town of ROME,Town of ROME Wards 1-5,Congressional - District 3,State Senate - District 24,Assembly - District 72,1049,764,26,0,state treasurer
STATE TREASURER,145255,1032,1,ADAMS,Town of SPRINGVILLE,Town of SPRINGVILLE Wards 1-2,Congressional - District 3,State Senate - District 14,Assembly - District 41,333,209,19,0,state treasurer
STATE TREASURER,144863,1034,1,ADAMS,Town of STRONGS PRAIRIE,Town of STRONGS PRAIRIE Wards 1-3,Congressional - District 3,State Senate - District 24,Assembly - District 72,284,247,13,0,state treasurer
STATE TREASURER,143191,1126,1,ADAMS,Village of FRIENDSHIP,Village of FRIENDSHIP Ward 1,Congressional - District 3,State Senate - District 14,Assembly - District 41,122,113,11,0,state treasurer
STATE TREASURER,146082,1201,1,ADAMS,City of ADAMS,City of ADAMS Wards 1-4,Congressional - District 3,State Senate - District 14,Assembly - District 41,314,301,26,0,state treasurer
STATE TREASURER,146373,1291,5,ADAMS,CITY OF WISCONSIN DELLS,"CITY OF WISCONSIN DELLS Wards 5,9",Congressional - District 3,State Senate - District 14,Assembly - District 41,6,8,1,0,state treasurer
STATE TREASURER,145290,2002,1,ASHLAND,Town of AGENDA,Town of AGENDA Ward 1,Congressional - District 7,State Senate - District 25,Assembly - District 74,109,70,5,0,state treasurer
STATE TREASURER,145300,2004,1,ASHLAND,Town of ASHLAND,Town of ASHLAND Ward 1,Congressional - District 7,State Senate - District 25,Assembly - District 74,90,137,6,0,state treasurer
STATE TREASURER,145368,2006,1,ASHLAND,Town of CHIPPEWA,Town of CHIPPEWA Ward 1,Congressional - District 7,State Senate - District 25,Assembly - District 74,94,77,0,0,state treasurer
STATE TREASURER,143561,2008,1,ASHLAND,Town of GINGLES,Town of GINGLES Ward 1,Congressional - District 7,State Senate - District 25,Assembly - District 74,142,242,6,0,state treasurer
STATE TREASURER,146186,2010,1,ASHLAND,Town of GORDON,Town of GORDON Wards 1-2,Congressional - District 7,State Senate - District 25,Assembly - District 74,78,55,3,0,state treasurer
STATE TREASURER,146187,2012,1,ASHLAND,Town of JACOBS,Town of JACOBS Ward 1,Congressional - District 7,State Senate - District 25,Assembly - District 74,155,107,4,0,state treasurer
STATE TREASURER,145291,2014,1,ASHLAND,Town of LA POINTE,Town of LA POINTE Ward 1,Congressional - District 7,State Senate - District 25,Assembly - District 74,46,193,6,0,state treasurer
STATE TREASURER,146268,2016,1,ASHLAND,Town of MARENGO,Town of MARENGO Wards 1-2,Congressional - District 7,State Senate - District 25,Assembly - District 74,82,117,2,0,state treasurer
STATE TREASURER,145292,2018,1,ASHLAND,Town of MORSE,Town of MORSE Wards 1-3,Congressional - District 7,State Senate - District 25,Assembly - District 74,103,139,1,0,state treasurer
STATE TREASURER,145293,2020,1,ASHLAND,Town of PEEKSVILLE,Town of PEEKSVILLE Wards 1-2,Congressional - District 7,State Senate - District 25,Assembly - District 74,36,32,4,0,state treasurer
STATE TREASURER,145294,2022,1,ASHLAND,Town of SANBORN,Town of SANBORN Wards 1-2,Congressional - District 7,State Senate - District 25,Assembly - District 74,66,373,4,0,state treasurer
STATE TREASURER,145295,2024,1,ASHLAND,Town of SHANAGOLDEN,Town of SHANAGOLDEN Ward 1,Congressional - District 7,State Senate - District 25,Assembly - District 74,26,33,2,0,state treasurer
STATE TREASURER,146188,2026,1,ASHLAND,Town of WHITE RIVER,Town of WHITE RIVER Wards 1-2,Congressional - District 7,State Senate - District 25,Assembly - District 74,247,147,4,0,state treasurer
STATE TREASURER,146269,2106,1,ASHLAND,Village of BUTTERNUT,Village of BUTTERNUT Wards 1-2,Congressional - District 7,State Senate - District 25,Assembly - District 74,60,74,0,0,state treasurer
STATE TREASURER,145751,2201,1,ASHLAND,City of ASHLAND,City of ASHLAND Ward 1,Congressional - District 7,State Senate - District 25,Assembly - District 74,191,197,6,0,state treasurer
STATE TREASURER,145744,2201,2,ASHLAND,City of ASHLAND,City of ASHLAND Ward 2,Congressional - District 7,State Senate - District 25,Assembly - District 74,63,145,6,0,state treasurer
STATE TREASURER,145752,2201,3,ASHLAND,City of ASHLAND,City of ASHLAND Ward 3,Congressional - District 7,State Senate - District 25,Assembly - District 74,84,166,2,0,state treasurer
STATE TREASURER,145753,2201,4,ASHLAND,City of ASHLAND,City of ASHLAND Ward 4,Congressional - District 7,State Senate - District 25,Assembly - District 74,122,261,7,0,state treasurer
STATE TREASURER,145754,2201,5,ASHLAND,City of ASHLAND,City of ASHLAND Ward 5,Congressional - District 7,State Senate - District 25,Assembly - District 74,83,267,5,0,state treasurer
STATE TREASURER,145745,2201,6,ASHLAND,City of ASHLAND,City of ASHLAND Ward 6,Congressional - District 7,State Senate - District 25,Assembly - District 74,58,186,5,0,state treasurer
STATE TREASURER,145746,2201,7,ASHLAND,City of ASHLAND,City of ASHLAND Ward 7,Congressional - District 7,State Senate - District 25,Assembly - District 74,80,284,6,0,state treasurer
STATE TREASURER,145747,2201,8,ASHLAND,City of ASHLAND,City of ASHLAND Ward 8,Congressional - District 7,State Senate - District 25,Assembly - District 74,81,201,2,0,state treasurer
STATE TREASURER,145748,2201,9,ASHLAND,City of ASHLAND,City of ASHLAND Ward 9,Congressional - District 7,State Senate - District 25,Assembly - District 74,54,171,5,1,state treasurer
STATE TREASURER,145749,2201,10,ASHLAND,City of ASHLAND,City of ASHLAND Ward 10,Congressional - District 7,State Senate - District 25,Assembly - District 74,84,176,9,0,state treasurer
STATE TREASURER,145750,2201,11,ASHLAND,City of ASHLAND,City of ASHLAND Ward 11,Congressional - District 7,State Senate - District 25,Assembly - District 74,103,221,5,0,state treasurer
STATE TREASURER,145296,2251,1,ASHLAND,City of MELLEN,City of MELLEN Ward 1,Congressional - District 7,State Senate - District 25,Assembly - District 74,81,123,4,0,state treasurer
STATE TREASURER,146129,3002,1,BARRON,Town of ALMENA,Town of ALMENA Wards 1-2,Congressional - District 7,State Senate - District 25,Assembly - District 75,232,145,10,0,state treasurer
STATE TREASURER,146491,3004,1,BARRON,Town of ARLAND,Town of ARLAND Ward 1,Congressional - District 7,State Senate - District 25,Assembly - District 75,122,116,7,0,state treasurer
STATE TREASURER,146130,3006,1,BARRON,Town of BARRON,Town of BARRON Wards 1-2,Congressional - District 7,State Senate - District 25,Assembly - District 75,227,77,12,0,state treasurer
STATE TREASURER,146492,3008,1,BARRON,Town of BEAR LAKE,Town of BEAR LAKE Ward 1,Congressional - District 7,State Senate - District 25,Assembly - District 75,158,139,11,0,state treasurer
STATE TREASURER,146493,3010,1,BARRON,Town of CEDAR LAKE,Town of CEDAR LAKE Ward 1,Congressional - District 7,State Senate - District 25,Assembly - District 75,408,206,8,0,state treasurer
STATE TREASURER,146664,3012,1,BARRON,Town of CHETEK,Town of CHETEK Wards 1-2,Congressional - District 7,State Senate - District 25,Assembly - District 75,525,363,15,0,state treasurer
STATE TREASURER,146494,3014,1,BARRON,Town of CLINTON,Town of CLINTON Ward 1,Congressional - District 7,State Senate - District 25,Assembly - District 75,155,110,6,0,state treasurer
STATE TREASURER,146131,3016,1,BARRON,Town of CRYSTAL LAKE,Town of CRYSTAL LAKE Ward 1,Congressional - District 7,State Senate - District 25,Assembly - District 75,198,121,12,0,state treasurer
STATE TREASURER,146132,3018,1,BARRON,Town of CUMBERLAND,Town of CUMBERLAND Ward 1,Congressional - District 7,State Senate - District 25,Assembly - District 75,224,157,5,0,state treasurer
STATE TREASURER,143360,3020,1,BARRON,Town of DALLAS,Town of DALLAS Ward 1,Congressional - District 7,State Senate - District 25,Assembly - District 75,153,75,5,0,state treasurer
STATE TREASURER,146134,3022,1,BARRON,Town of DOVRE,Town of DOVRE Ward 1,Congressional - District 7,State Senate - District 25,Assembly - District 75,175,132,10,0,state treasurer
STATE TREASURER,146135,3024,1,BARRON,Town of DOYLE,Town of DOYLE Wards 1-2,Congressional - District 7,State Senate - District 25,Assembly - District 75,142,80,7,0,state treasurer
STATE TREASURER,144996,3026,1,BARRON,Town of LAKELAND,Town of LAKELAND Wards 1-2,Congressional - District 7,State Senate - District 25,Assembly - District 75,284,186,6,0,state treasurer
STATE TREASURER,146064,3028,1,BARRON,Town of MAPLE GROVE,Town of MAPLE GROVE Wards 1-2,Congressional - District 7,State Senate - District 25,Assembly - District 75,248,115,8,0,state treasurer
STATE TREASURER,145013,3030,1,BARRON,Town of MAPLE PLAIN,Town of MAPLE PLAIN Ward 1,Congressional - District 7,State Senate - District 25,Assembly - District 75,210,190,7,0,state treasurer
STATE TREASURER,145016,3032,1,BARRON,Town of OAK GROVE,Town of OAK GROVE Wards 1-2,Congressional - District 7,State Senate - District 25,Assembly - District 75,219,178,8,0,state treasurer
STATE TREASURER,145799,3034,1,BARRON,Town of PRAIRIE FARM,Town of PRAIRIE FARM Wards 1-2,Congressional - District 7,State Senate - District 25,Assembly - District 75,117,100,3,0,state treasurer
STATE TREASURER,145905,3036,1,BARRON,Town of PRAIRIE LAKE,Town of PRAIRIE LAKE Wards 1-2,Congressional - District 7,State Senate - District 25,Assembly - District 75,455,250,16,0,state treasurer
STATE TREASURER,145498,3038,1,BARRON,Town of RICE LAKE,Town of RICE LAKE Wards 1-4,Congressional - District 7,State Senate - District 25,Assembly - District 75,732,606,21,0,state treasurer
STATE TREASURER,146073,3040,1,BARRON,Town of SIOUX CREEK,Town of SIOUX CREEK Ward 1,Congressional - District 7,State Senate - District 25,Assembly - District 75,168,94,8,0,state treasurer
STATE TREASURER,145101,3042,1,BARRON,Town of STANFOLD,Town of STANFOLD Ward 1,Congressional - District 7,State Senate - District 25,Assembly - District 75,193,121,2,0,state treasurer
STATE TREASURER,146128,3044,1,BARRON,Town of STANLEY,Town of STANLEY Wards 1-4,Congressional - District 7,State Senate - District 25,Assembly - District 75,674,400,21,1,state treasurer
STATE TREASURER,145151,3046,1,BARRON,Town of SUMNER,Town of SUMNER Ward 1,Congressional - District 7,State Senate - District 25,Assembly - District 75,182,124,6,0,state treasurer
STATE TREASURER,145154,3048,1,BARRON,Town of TURTLE LAKE,Town of TURTLE LAKE Ward 1,Congressional - District 7,State Senate - District 25,Assembly - District 75,137,96,5,0,state treasurer
STATE TREASURER,143408,3050,1,BARRON,Town of VANCE CREEK,Town of VANCE CREEK Ward 1,Congressional - District 7,State Senate - District 25,Assembly - District 75,141,117,8,0,state treasurer
STATE TREASURER,145093,3101,1,BARRON,Village of ALMENA,Village of ALMENA Ward 1,Congressional - District 7,State Senate - District 25,Assembly - District 75,133,69,4,0,state treasurer
STATE TREASURER,143766,3111,1,BARRON,Village of CAMERON,Village of CAMERON Wards 1-3,Congressional - District 7,State Senate - District 25,Assembly - District 75,333,251,17,0,state treasurer
STATE TREASURER,146495,3116,1,BARRON,Village of DALLAS,Village of DALLAS Ward 1,Congressional - District 7,State Senate - District 25,Assembly - District 75,69,42,3,0,state treasurer
STATE TREASURER,146496,3136,1,BARRON,Village of HAUGEN,Village of HAUGEN Ward 1,Congressional - District 7,State Senate - District 25,Assembly - District 75,61,57,6,0,state treasurer
STATE TREASURER,146090,3151,2,BARRON,VILLAGE OF NEW AUBURN,VILLAGE OF NEW AUBURN Ward 2,Congressional - District 7,State Senate - District 23,Assembly - District 67,3,4,1,0,state treasurer
STATE TREASURER,146091,3151,3,BARRON,VILLAGE OF NEW AUBURN,VILLAGE OF NEW AUBURN Ward 3,Congressional - District 7,State Senate - District 25,Assembly - District 75,0,0,0,0,state treasurer
STATE TREASURER,146499,3171,1,BARRON,Village of PRAIRIE FARM,Village of PRAIRIE FARM Ward 1,Congressional - District 7,State Senate - District 25,Assembly - District 75,79,63,4,0,state treasurer
STATE TREASURER,143249,3186,1,BARRON,Village of TURTLE LAKE,Village of TURTLE LAKE Ward 1,Congressional - District 7,State Senate - District 25,Assembly - District 75,146,111,8,0,state treasurer
STATE TREASURER,144928,3206,1,BARRON,City of BARRON,City of BARRON Wards 1-7,Congressional - District 7,State Senate - District 25,Assembly - District 75,512,496,40,0,state treasurer
STATE TREASURER,144961,3211,1,BARRON,City of CHETEK,City of CHETEK Wards 1-4,Congressional - District 7,State Senate - District 25,Assembly - District 75,412,346,15,0,state treasurer
STATE TREASURER,145122,3212,1,BARRON,City of CUMBERLAND,City of CUMBERLAND Wards 1-4,Congressional - District 7,State Senate - District 25,Assembly - District 75,466,438,17,1,state treasurer
STATE TREASURER,143076,3276,1,BARRON,City of RICE LAKE,City of RICE LAKE Wards 1-13,Congressional - District 7,State Senate - District 25,Assembly - District 75,1533,1461,78,0,state treasurer
STATE TREASURER,143197,4002,1,BAYFIELD,Town of BARKSDALE,Town of BARKSDALE Ward 1,Congressional - District 7,State Senate - District 25,Assembly - District 74,170,241,9,0,state treasurer
STATE TREASURER,143198,4004,1,BAYFIELD,Town of BARNES,Town of BARNES Ward 1,Congressional - District 7,State Senate - District 25,Assembly - District 74,256,252,4,0,state treasurer
STATE TREASURER,143046,4006,1,BAYFIELD,Town of BAYFIELD,Town of BAYFIELD Ward 1,Congressional - District 7,State Senate - District 25,Assembly - District 74,133,347,5,0,state treasurer
STATE TREASURER,143199,4008,1,BAYFIELD,Town of BAYVIEW,Town of BAYVIEW Ward 1,Congressional - District 7,State Senate - District 25,Assembly - District 74,121,194,4,0,state treasurer
STATE TREASURER,143200,4010,1,BAYFIELD,Town of BELL,Town of BELL Ward 1,Congressional - District 7,State Senate - District 25,Assembly - District 74,72,145,3,0,state treasurer
STATE TREASURER,143201,4012,1,BAYFIELD,Town of CABLE,Town of CABLE Ward 1,Congressional - District 7,State Senate - District 25,Assembly - District 74,224,234,11,0,state treasurer
STATE TREASURER,143202,4014,1,BAYFIELD,Town of CLOVER,Town of CLOVER Ward 1,Congressional - District 7,State Senate - District 25,Assembly - District 74,68,93,1,0,state treasurer
STATE TREASURER,143203,4016,1,BAYFIELD,Town of DELTA,Town of DELTA Ward 1,Congressional - District 7,State Senate - District 25,Assembly - District 74,97,95,6,0,state treasurer
STATE TREASURER,143204,4018,1,BAYFIELD,Town of DRUMMOND,Town of DRUMMOND Ward 1,Congressional - District 7,State Senate - District 25,Assembly - District 74,125,152,5,0,state treasurer
STATE TREASURER,143205,4020,1,BAYFIELD,Town of EILEEN,Town of EILEEN Wards 1-2,Congressional - District 7,State Senate - District 25,Assembly - District 74,170,198,5,0,state treasurer
STATE TREASURER,145991,4021,1,BAYFIELD,Town of GRAND VIEW,Town of GRAND VIEW Ward 1,Congressional - District 7,State Senate - District 25,Assembly - District 74,113,156,6,0,state treasurer
STATE TREASURER,143206,4022,1,BAYFIELD,Town of HUGHES,Town of HUGHES Ward 1,Congressional - District 7,State Senate - District 25,Assembly - District 74,117,138,4,0,state treasurer
STATE TREASURER,143207,4024,1,BAYFIELD,Town of IRON RIVER,Town of IRON RIVER Wards 1-2,Congressional - District 7,State Senate - District 25,Assembly - District 74,302,326,10,0,state treasurer
STATE TREASURER,143208,4026,1,BAYFIELD,Town of KELLY,Town of KELLY Ward 1,Congressional - District 7,State Senate - District 25,Assembly - District 74,104,97,4,0,state treasurer
STATE TREASURER,143209,4028,1,BAYFIELD,Town of KEYSTONE,Town of KEYSTONE Ward 1,Congressional - District 7,State Senate - District 25,Assembly - District 74,88,77,5,0,state treasurer
STATE TREASURER,143210,4030,1,BAYFIELD,Town of LINCOLN,Town of LINCOLN Ward 1,Congressional - District 7,State Senate - District 25,Assembly - District 74,70,76,6,0,state treasurer
STATE TREASURER,143211,4032,1,BAYFIELD,Town of MASON,Town of MASON Ward 1,Congressional - District 7,State Senate - District 25,Assembly - District 74,73,78,2,0,state treasurer
STATE TREASURER,143212,4034,1,BAYFIELD,Town of NAMAKAGON,Town of NAMAKAGON Ward 1,Congressional - District 7,State Senate - District 25,Assembly - District 74,125,90,2,0,state treasurer
STATE TREASURER,143213,4036,1,BAYFIELD,Town of ORIENTA,Town of ORIENTA Ward 1,Congressional - District 7,State Senate - District 25,Assembly - District 74,39,39,3,0,state treasurer
STATE TREASURER,143214,4038,1,BAYFIELD,Town of OULU,Town of OULU Ward 1,Congressional - District 7,State Senate - District 25,Assembly - District 74,139,159,8,0,state treasurer
STATE TREASURER,145992,4040,1,BAYFIELD,Town of PILSEN,Town of PILSEN Ward 1,Congressional - District 7,State Senate - District 25,Assembly - District 74,52,72,1,0,state treasurer
STATE TREASURER,143215,4042,1,BAYFIELD,Town of PORT WING,Town of PORT WING Ward 1,Congressional - District 7,State Senate - District 25,Assembly - District 74,97,149,6,0,state treasurer
STATE TREASURER,145911,4046,1,BAYFIELD,Town of RUSSELL,Town of RUSSELL Wards 1-2,Congressional - District 7,State Senate - District 25,Assembly - District 74,72,432,8,0,state treasurer
STATE TREASURER,143219,4048,1,BAYFIELD,Town of TRIPP,Town of TRIPP Ward 1,Congressional - District 7,State Senate - District 25,Assembly - District 74,62,64,3,0,state treasurer
STATE TREASURER,143216,4050,1,BAYFIELD,Town of WASHBURN,Town of WASHBURN Ward 1,Congressional - District 7,State Senate - District 25,Assembly - District 74,93,215,2,0,state treasurer
STATE TREASURER,145993,4151,1,BAYFIELD,Village of MASON,Village of MASON Ward 1,Congressional - District 7,State Senate - District 25,Assembly - District 74,13,16,0,0,state treasurer
STATE TREASURER,145755,4201,12,BAYFIELD,CITY OF ASHLAND,CITY OF ASHLAND Ward 12,Congressional - District 7,State Senate - District 25,Assembly - District 74,0,0,0,0,state treasurer
STATE TREASURER,144068,4206,1,BAYFIELD,City of BAYFIELD,City of BAYFIELD Wards 1-4,Congressional - District 7,State Senate - District 25,Assembly - District 74,58,260,2,1,state treasurer
STATE TREASURER,143143,4291,1,BAYFIELD,City of WASHBURN,City of WASHBURN Wards 1-4,Congressional - District 7,State Senate - District 25,Assembly - District 74,233,802,17,0,state treasurer
STATE TREASURER,143004,5010,1,BROWN,Town of EATON,Town of EATON Wards 1-2,Congressional - District 8,State Senate - District 1,Assembly - District 1,458,301,34,1,state treasurer
STATE TREASURER,145835,5012,1,BROWN,Town of GLENMORE,Town of GLENMORE Wards 1-2,Congressional - District 8,State Senate - District 30,Assembly - District 88,337,168,16,0,state treasurer
STATE TREASURER,143102,5014,1,BROWN,Town of GREEN BAY,Town of GREEN BAY Wards 1-3,Congressional - District 8,State Senate - District 1,Assembly - District 1,738,356,18,0,state treasurer
STATE TREASURER,145854,5018,1,BROWN,Town of HOLLAND,Town of HOLLAND Wards 1-2,Congressional - District 8,State Senate - District 1,Assembly - District 2,503,263,23,1,state treasurer
STATE TREASURER,143011,5022,1,BROWN,Town of HUMBOLDT,Town of HUMBOLDT Wards 1-2,Congressional - District 8,State Senate - District 1,Assembly - District 1,411,239,22,0,state treasurer
STATE TREASURER,144870,5024,1,BROWN,Town of LAWRENCE,Town of LAWRENCE Wards 1-3,Congressional - District 8,State Senate - District 1,Assembly - District 2,771,539,29,0,state treasurer
STATE TREASURER,144871,5024,4,BROWN,Town of LAWRENCE,Town of LAWRENCE Wards 4-6,Congressional - District 8,State Senate - District 1,Assembly - District 2,1035,543,36,0,state treasurer
STATE TREASURER,146668,5025,1,BROWN,Town of LEDGEVIEW,"Town of LEDGEVIEW Wards 1-3,8-10",Congressional - District 8,State Senate - District 30,Assembly - District 88,1285,830,48,0,state treasurer
STATE TREASURER,146667,5025,4,BROWN,Town of LEDGEVIEW,Town of LEDGEVIEW Wards 4-7,Congressional - District 8,State Senate - District 1,Assembly - District 2,1012,765,50,1,state treasurer
STATE TREASURER,143022,5026,1,BROWN,Town of MORRISON,Town of MORRISON Wards 1-2,Congressional - District 8,State Senate - District 1,Assembly - District 2,528,182,27,0,state treasurer
STATE TREASURER,145135,5028,1,BROWN,Town of NEW DENMARK,Town of NEW DENMARK Wards 1-3,Congressional - District 8,State Senate - District 1,Assembly - District 2,477,301,36,0,state treasurer
STATE TREASURER,143071,5030,1,BROWN,Town of PITTSFIELD,Town of PITTSFIELD Wards 1-3,Congressional - District 8,State Senate - District 2,Assembly - District 6,952,473,42,0,state treasurer
STATE TREASURER,144926,5034,1,BROWN,Town of ROCKLAND,Town of ROCKLAND Wards 1-3,Congressional - District 8,State Senate - District 1,Assembly - District 2,619,318,22,1,state treasurer
STATE TREASURER,144976,5036,1,BROWN,Town of SCOTT,Town of SCOTT Wards 1-4,Congressional - District 8,State Senate - District 1,Assembly - District 1,1087,843,58,1,state treasurer
STATE TREASURER,145019,5040,1,BROWN,Town of WRIGHTSTOWN,Town of WRIGHTSTOWN Wards 1-3,Congressional - District 8,State Senate - District 1,Assembly - District 2,681,356,42,0,state treasurer
STATE TREASURER,146065,5102,1,BROWN,Village of ALLOUEZ,Village of ALLOUEZ Wards 1-2,Congressional - District 8,State Senate - District 2,Assembly - District 4,696,1018,64,1,state treasurer
STATE TREASURER,146066,5102,3,BROWN,Village of ALLOUEZ,Village of ALLOUEZ Wards 3-4,Congressional - District 8,State Senate - District 2,Assembly - District 4,700,866,39,3,state treasurer
STATE TREASURER,146067,5102,5,BROWN,Village of ALLOUEZ,Village of ALLOUEZ Wards 5-6,Congressional - District 8,State Senate - District 2,Assembly - District 4,1057,916,52,1,state treasurer
STATE TREASURER,146068,5102,7,BROWN,Village of ALLOUEZ,Village of ALLOUEZ Wards 7-9,Congressional - District 8,State Senate - District 2,Assembly - District 4,758,788,41,0,state treasurer
STATE TREASURER,146069,5102,10,BROWN,Village of ALLOUEZ,Village of ALLOUEZ Ward 10,Congressional - District 8,State Senate - District 30,Assembly - District 88,0,0,0,0,state treasurer
STATE TREASURER,146651,5104,1,BROWN,Village of ASHWAUBENON,Village of ASHWAUBENON Wards 1-2,Congressional - District 8,State Senate - District 2,Assembly - District 4,503,510,41,1,state treasurer
STATE TREASURER,146652,5104,3,BROWN,Village of ASHWAUBENON,Village of ASHWAUBENON Wards 3-4,Congressional - District 8,State Senate - District 2,Assembly - District 4,516,489,34,0,state treasurer
STATE TREASURER,146653,5104,5,BROWN,Village of ASHWAUBENON,Village of ASHWAUBENON Wards 5-6,Congressional - District 8,State Senate - District 2,Assembly - District 4,661,594,32,3,state treasurer
STATE TREASURER,146654,5104,7,BROWN,Village of ASHWAUBENON,Village of ASHWAUBENON Wards 7-8,Congressional - District 8,State Senate - District 2,Assembly - District 4,821,657,41,0,state treasurer
STATE TREASURER,146655,5104,9,BROWN,Village of ASHWAUBENON,Village of ASHWAUBENON Wards 9-10,Congressional - District 8,State Senate - District 2,Assembly - District 4,919,723,30,1,state treasurer
STATE TREASURER,146656,5104,11,BROWN,Village of ASHWAUBENON,Village of ASHWAUBENON Wards 11-12,Congressional - District 8,State Senate - District 2,Assembly - District 4,727,723,28,3,state treasurer
STATE TREASURER,145693,5106,1,BROWN,Village of BELLEVUE,Village of BELLEVUE Wards 1-6,Congressional - District 8,State Senate - District 30,Assembly - District 88,1550,1547,77,0,state treasurer
STATE TREASURER,145692,5106,7,BROWN,Village of BELLEVUE,Village of BELLEVUE Wards 7-10,Congressional - District 8,State Senate - District 30,Assembly - District 88,2046,1648,96,3,state treasurer
STATE TREASURER,144823,5116,1,BROWN,Village of DENMARK,Village of DENMARK Wards 1-4,Congressional - District 8,State Senate - District 1,Assembly - District 2,509,366,32,0,state treasurer
STATE TREASURER,145303,5126,1,BROWN,Village of HOBART,Village of HOBART Wards 1-8,Congressional - District 8,State Senate - District 2,Assembly - District 5,2339,1653,107,2,state treasurer
STATE TREASURER,145304,5126,9,BROWN,Village of HOBART,Village of HOBART Ward 9,Congressional - District 8,State Senate - District 1,Assembly - District 2,16,17,1,0,state treasurer
STATE TREASURER,143253,5136,1,BROWN,Village of HOWARD,"Village of HOWARD Wards 1,12",Congressional - District 8,State Senate - District 30,Assembly - District 89,573,397,35,1,state treasurer
STATE TREASURER,143254,5136,2,BROWN,Village of HOWARD,"Village of HOWARD Wards 2,8,11",Congressional - District 8,State Senate - District 2,Assembly - District 4,1230,923,51,1,state treasurer
STATE TREASURER,143257,5136,3,BROWN,Village of HOWARD,"Village of HOWARD Wards 3-4,6",Congressional - District 8,State Senate - District 30,Assembly - District 89,541,538,50,1,state treasurer
STATE TREASURER,143258,5136,5,BROWN,Village of HOWARD,Village of HOWARD Ward 5,Congressional - District 8,State Senate - District 2,Assembly - District 4,186,132,13,0,state treasurer
STATE TREASURER,143252,5136,7,BROWN,Village of HOWARD,Village of HOWARD Ward 7,Congressional - District 8,State Senate - District 2,Assembly - District 5,338,269,8,0,state treasurer
STATE TREASURER,143259,5136,9,BROWN,Village of HOWARD,"Village of HOWARD Wards 9-10,18",Congressional - District 8,State Senate - District 2,Assembly - District 4,825,714,45,0,state treasurer
STATE TREASURER,143260,5136,13,BROWN,Village of HOWARD,Village of HOWARD Wards 13-14,Congressional - District 8,State Senate - District 30,Assembly - District 89,569,380,25,0,state treasurer
STATE TREASURER,143255,5136,15,BROWN,Village of HOWARD,Village of HOWARD Wards 15-16,Congressional - District 8,State Senate - District 2,Assembly - District 5,875,525,28,2,state treasurer
STATE TREASURER,146145,5171,1,BROWN,Village of PULASKI,"Village of PULASKI Wards 1-3,6",Congressional - District 8,State Senate - District 2,Assembly - District 6,697,505,50,1,state treasurer
