county,muni,reporting_unit_name,congressional_district,senate_district,assembly_district,scott_walker_rebecca_kleefisch_rep,tony_evers_mandela_barnes_dem,phillip_anderson_patrick_baird_lib,michael_j_white_tiffany_anderson_wgr,maggie_turnbull_wil_losch_ind,arnie_enz_no_candidate_ind,ryan_cason_write_in_no_candidate_rep,paul_boucher_write_in_no_candidate_dem,mark_s_grimek_write_in_no_candidate_con,jared_william_landry_write_in_no_candidate_dem,robbie_hoffman_write_in_no_candidate_ind,richard_michael_turtenwald_write_in_no_candidate_ind,no_candidate_corban_gehler_write_in_dem,no_candidate_william_henry_davis_iii_write_in_dem,scattering,race
DANE,City of MADISON,City of MADISON Ward 11,Congressional - District 2,State Senate - District 16,Assembly - District 48,100,557,9,5,4,0,0,0,0,0,0,0,0,0,0,governor
DANE,City of MADISON,City of MADISON Ward 12,Congressional - District 2,State Senate - District 16,Assembly - District 48,267,1271,7,7,9,1,0,0,0,0,0,0,0,0,1,governor
DANE,City of MADISON,City of MADISON Ward 13,Congressional - District 2,State Senate - District 16,Assembly - District 47,57,383,2,3,3,0,0,0,0,0,0,0,0,0,0,governor
DANE,City of MADISON,City of MADISON Ward 14,Congressional - District 2,State Senate - District 16,Assembly - District 48,56,399,5,3,0,0,0,0,0,0,0,0,0,0,0,governor
DANE,City of MADISON,City of MADISON Ward 15,Congressional - District 2,State Senate - District 16,Assembly - District 48,97,846,9,5,4,0,0,0,0,0,0,0,0,0,1,governor
DANE,City of MADISON,City of MADISON Ward 16,Congressional - District 2,State Senate - District 16,Assembly - District 48,265,1886,16,8,11,1,0,0,0,0,0,0,0,0,0,governor
DANE,City of MADISON,City of MADISON Ward 17,Congressional - District 2,State Senate - District 16,Assembly - District 48,100,514,7,2,4,1,0,0,0,0,0,0,0,0,0,governor
DANE,City of MADISON,City of MADISON Ward 18,Congressional - District 2,State Senate - District 16,Assembly - District 48,88,590,5,5,3,1,0,0,0,0,0,0,0,0,0,governor
DANE,City of MADISON,City of MADISON Ward 19,Congressional - District 2,State Senate - District 16,Assembly - District 48,73,552,2,4,5,0,0,0,0,0,0,0,0,0,1,governor
DANE,City of MADISON,City of MADISON Ward 20,Congressional - District 2,State Senate - District 26,Assembly - District 76,16,146,2,0,2,0,0,0,0,0,0,0,0,0,0,governor
DANE,City of MADISON,City of MADISON Ward 21,Congressional - District 2,State Senate - District 16,Assembly - District 48,111,653,3,4,9,1,0,0,0,0,0,0,0,0,0,governor
DANE,City of MADISON,City of MADISON Ward 22,Congressional - District 2,State Senate - District 16,Assembly - District 48,246,943,7,6,9,0,0,0,0,0,0,0,0,0,0,governor
DANE,City of MADISON,City of MADISON Ward 23,Congressional - District 2,State Senate - District 16,Assembly - District 48,160,459,4,2,5,0,0,0,0,0,0,0,0,0,0,governor
DANE,City of MADISON,City of MADISON Ward 24,Congressional - District 2,State Senate - District 16,Assembly - District 48,236,556,4,4,4,0,0,0,0,0,0,0,0,0,0,governor
DANE,City of MADISON,City of MADISON Ward 25,Congressional - District 2,State Senate - District 16,Assembly - District 48,234,1371,17,8,9,3,0,0,0,0,0,0,0,0,0,governor
DANE,City of MADISON,City of MADISON Ward 26,Congressional - District 2,State Senate - District 16,Assembly - District 48,190,778,6,7,7,0,0,0,0,0,0,0,0,0,1,governor
DANE,City of MADISON,City of MADISON Ward 27,Congressional - District 2,State Senate - District 16,Assembly - District 48,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,governor
DANE,City of MADISON,City of MADISON Ward 28,Congressional - District 2,State Senate - District 26,Assembly - District 76,82,960,8,9,8,3,0,0,0,0,0,0,0,0,1,governor
DANE,City of MADISON,City of MADISON Ward 29,Congressional - District 2,State Senate - District 26,Assembly - District 76,110,2203,16,10,8,1,0,0,0,0,0,0,0,0,1,governor
DANE,City of MADISON,City of MADISON Ward 30,Congressional - District 2,State Senate - District 26,Assembly - District 76,92,730,9,7,3,0,0,0,0,0,0,0,0,0,3,governor
DANE,City of MADISON,City of MADISON Ward 31,Congressional - District 2,State Senate - District 16,Assembly - District 48,127,837,7,1,5,0,0,0,0,0,0,0,0,0,1,governor
DANE,City of MADISON,City of MADISON Ward 32,Congressional - District 2,State Senate - District 16,Assembly - District 48,87,508,4,2,3,0,0,0,0,0,0,0,0,0,0,governor
DANE,City of MADISON,City of MADISON Ward 33,Congressional - District 2,State Senate - District 16,Assembly - District 48,99,629,6,7,7,1,0,0,0,0,0,0,0,0,2,governor
DANE,City of MADISON,City of MADISON Ward 34,Congressional - District 2,State Senate - District 16,Assembly - District 48,90,640,10,3,4,0,0,0,0,0,0,0,0,0,0,governor
DANE,City of MADISON,City of MADISON Ward 35,Congressional - District 2,State Senate - District 16,Assembly - District 48,127,775,6,1,7,2,0,0,0,0,0,0,0,0,1,governor
DANE,City of MADISON,City of MADISON Ward 36,Congressional - District 2,State Senate - District 16,Assembly - District 48,178,832,2,4,5,2,0,0,0,0,0,0,0,0,3,governor
DANE,City of MADISON,City of MADISON Ward 37,Congressional - District 2,State Senate - District 16,Assembly - District 48,181,1114,15,4,13,0,0,0,0,0,0,0,0,0,1,governor
DANE,City of MADISON,City of MADISON Ward 38,Congressional - District 2,State Senate - District 16,Assembly - District 48,500,1815,12,9,19,0,0,0,0,0,0,0,0,0,1,governor
DANE,City of MADISON,City of MADISON Ward 39,Congressional - District 2,State Senate - District 26,Assembly - District 76,80,1295,5,3,14,1,0,0,0,0,0,0,0,0,1,governor
DANE,City of MADISON,City of MADISON Ward 40,Congressional - District 2,State Senate - District 26,Assembly - District 76,85,2118,15,14,12,0,0,0,0,0,0,0,0,0,0,governor
DANE,City of MADISON,City of MADISON Ward 41,Congressional - District 2,State Senate - District 26,Assembly - District 76,82,2285,19,7,9,0,0,0,0,0,0,0,0,0,0,governor
DANE,City of MADISON,City of MADISON Ward 42,Congressional - District 2,State Senate - District 26,Assembly - District 76,61,2406,15,8,11,1,0,0,0,0,0,0,0,0,1,governor
DANE,City of MADISON,City of MADISON Ward 43,Congressional - District 2,State Senate - District 26,Assembly - District 76,28,335,3,0,3,0,0,0,0,0,0,0,0,0,0,governor
DANE,City of MADISON,City of MADISON Ward 44,Congressional - District 2,State Senate - District 26,Assembly - District 76,76,1493,12,8,10,3,0,0,0,0,0,0,0,0,0,governor
DANE,City of MADISON,City of MADISON Ward 45,Congressional - District 2,State Senate - District 26,Assembly - District 76,214,2743,28,17,16,2,0,0,0,0,0,0,0,0,6,governor
DANE,City of MADISON,City of MADISON Ward 46,Congressional - District 2,State Senate - District 26,Assembly - District 76,141,1761,25,11,13,2,0,0,0,0,0,0,0,0,3,governor
DANE,City of MADISON,City of MADISON Ward 47,Congressional - District 2,State Senate - District 26,Assembly - District 76,283,1232,25,8,13,0,0,0,0,0,0,0,0,0,0,governor
DANE,City of MADISON,City of MADISON Ward 48,Congressional - District 2,State Senate - District 26,Assembly - District 76,112,603,11,3,6,0,0,0,0,0,0,0,0,0,0,governor
DANE,City of MADISON,City of MADISON Ward 49,Congressional - District 2,State Senate - District 26,Assembly - District 76,591,1985,23,8,21,1,0,0,0,0,0,0,0,0,2,governor
DANE,City of MADISON,City of MADISON Ward 50,Congressional - District 2,State Senate - District 26,Assembly - District 76,394,1603,25,3,17,0,0,0,0,0,0,0,0,0,2,governor
DANE,City of MADISON,City of MADISON Ward 51,Congressional - District 2,State Senate - District 26,Assembly - District 76,161,1099,12,5,9,2,0,0,0,0,0,0,0,0,2,governor
DANE,City of MADISON,City of MADISON Ward 52,Congressional - District 2,State Senate - District 26,Assembly - District 76,72,578,5,3,5,0,0,0,0,0,0,0,0,0,1,governor
DANE,City of MADISON,City of MADISON Ward 53,Congressional - District 2,State Senate - District 26,Assembly - District 76,322,2434,32,11,24,2,0,0,0,0,0,0,0,0,0,governor
DANE,City of MADISON,City of MADISON Ward 54,Congressional - District 2,State Senate - District 26,Assembly - District 76,140,342,11,2,6,0,0,0,0,0,0,0,0,0,0,governor
DANE,City of MADISON,City of MADISON Ward 55,Congressional - District 2,State Senate - District 26,Assembly - District 76,559,1727,27,11,19,3,0,0,0,0,0,0,0,0,0,governor
DANE,City of MADISON,City of MADISON Ward 56,Congressional - District 2,State Senate - District 26,Assembly - District 76,453,962,31,6,12,1,0,0,0,0,0,0,0,0,2,governor
DANE,City of MADISON,City of MADISON Ward 57,Congressional - District 2,State Senate - District 26,Assembly - District 76,189,705,12,5,8,0,0,0,0,0,0,0,0,0,0,governor
DANE,City of MADISON,City of MADISON Ward 58,Congressional - District 2,State Senate - District 26,Assembly - District 77,136,515,9,8,7,1,0,0,0,0,0,0,0,0,1,governor
DANE,City of MADISON,City of MADISON Ward 59,Congressional - District 2,State Senate - District 26,Assembly - District 77,229,607,14,10,8,0,0,0,0,0,0,0,0,0,0,governor
DANE,City of MADISON,City of MADISON Ward 60,Congressional - District 2,State Senate - District 26,Assembly - District 77,60,420,1,3,5,1,0,0,0,0,0,0,0,0,0,governor
DANE,City of MADISON,City of MADISON Ward 61,Congressional - District 2,State Senate - District 26,Assembly - District 77,302,1484,18,6,11,1,0,0,0,0,0,0,0,0,0,governor
DANE,City of MADISON,City of MADISON Ward 62,Congressional - District 2,State Senate - District 26,Assembly - District 77,56,782,7,0,0,0,0,0,0,0,0,0,0,0,0,governor
DANE,City of MADISON,City of MADISON Ward 63,Congressional - District 2,State Senate - District 26,Assembly - District 77,138,1510,15,6,9,1,0,0,0,0,0,0,0,0,0,governor
DANE,City of MADISON,City of MADISON Ward 64,Congressional - District 2,State Senate - District 26,Assembly - District 77,110,1182,5,5,6,1,0,0,0,0,0,0,0,0,0,governor
DANE,City of MADISON,City of MADISON Ward 65,Congressional - District 2,State Senate - District 26,Assembly - District 77,179,2190,6,6,11,0,0,0,0,0,0,0,0,0,0,governor
DANE,City of MADISON,City of MADISON Ward 66,Congressional - District 2,State Senate - District 26,Assembly - District 76,328,1767,25,6,19,3,0,0,0,0,0,0,0,0,0,governor
DANE,City of MADISON,City of MADISON Ward 67,Congressional - District 2,State Senate - District 26,Assembly - District 76,80,817,11,4,7,4,0,0,0,0,0,0,0,0,3,governor
DANE,City of MADISON,City of MADISON Ward 68,Congressional - District 2,State Senate - District 26,Assembly - District 76,79,935,8,5,5,3,0,0,0,0,0,0,0,0,0,governor
DANE,City of MADISON,City of MADISON Ward 69,Congressional - District 2,State Senate - District 26,Assembly - District 77,116,1500,16,5,7,1,0,0,0,0,0,0,0,0,0,governor
DANE,City of MADISON,City of MADISON Ward 70,Congressional - District 2,State Senate - District 26,Assembly - District 77,179,873,12,1,12,0,0,0,0,0,0,0,0,0,1,governor
DANE,City of MADISON,City of MADISON Ward 71,Congressional - District 2,State Senate - District 26,Assembly - District 77,188,1115,8,3,9,1,0,0,0,0,0,0,0,0,0,governor
DANE,City of MADISON,City of MADISON Ward 72,Congressional - District 2,State Senate - District 26,Assembly - District 77,34,462,2,4,2,2,0,0,0,0,0,0,0,0,2,governor
DANE,City of MADISON,City of MADISON Ward 73,Congressional - District 2,State Senate - District 26,Assembly - District 77,58,525,2,2,6,2,0,0,0,0,0,0,0,0,2,governor
DANE,City of MADISON,City of MADISON Ward 74,Congressional - District 2,State Senate - District 26,Assembly - District 77,37,378,4,4,1,0,0,0,0,0,0,0,0,0,0,governor
DANE,City of MADISON,City of MADISON Ward 75,Congressional - District 2,State Senate - District 26,Assembly - District 77,143,875,6,7,3,0,0,0,0,0,0,0,0,0,0,governor
DANE,City of MADISON,City of MADISON Ward 76,Congressional - District 2,State Senate - District 26,Assembly - District 77,59,553,3,3,7,1,0,0,0,0,0,0,0,0,0,governor
DANE,City of MADISON,City of MADISON Ward 77,Congressional - District 2,State Senate - District 26,Assembly - District 77,333,1245,13,5,11,0,0,0,0,0,0,0,0,0,1,governor
DANE,City of MADISON,City of MADISON Ward 78,Congressional - District 2,State Senate - District 26,Assembly - District 77,268,1876,16,13,12,1,0,0,0,0,0,0,0,0,0,governor
DANE,City of MADISON,City of MADISON Ward 79,Congressional - District 2,State Senate - District 26,Assembly - District 77,291,2238,10,6,3,2,0,0,0,0,0,0,0,0,2,governor
DANE,City of MADISON,City of MADISON Ward 80,Congressional - District 2,State Senate - District 26,Assembly - District 77,22,138,0,1,1,2,0,0,0,0,0,0,0,0,0,governor
DANE,City of MADISON,City of MADISON Ward 81,Congressional - District 2,State Senate - District 26,Assembly - District 77,141,1408,10,3,7,2,0,0,0,0,0,0,0,0,1,governor
DANE,City of MADISON,City of MADISON Ward 82,Congressional - District 2,State Senate - District 26,Assembly - District 77,104,1146,3,4,7,1,0,0,0,0,0,0,0,0,0,governor
DANE,City of MADISON,City of MADISON Ward 83,Congressional - District 2,State Senate - District 26,Assembly - District 77,132,1262,6,6,3,0,0,0,0,0,0,0,0,0,1,governor
DANE,City of MADISON,City of MADISON Ward 84,Congressional - District 2,State Senate - District 26,Assembly - District 77,216,1319,13,6,11,0,0,0,0,0,0,0,0,0,0,governor
DANE,City of MADISON,City of MADISON Ward 85,Congressional - District 2,State Senate - District 26,Assembly - District 78,168,1365,13,4,11,0,0,0,0,0,0,0,0,0,1,governor
DANE,City of MADISON,City of MADISON Ward 86,Congressional - District 2,State Senate - District 26,Assembly - District 77,237,1558,14,4,4,2,0,0,0,0,0,0,0,0,0,governor
DANE,City of MADISON,City of MADISON Ward 87,Congressional - District 2,State Senate - District 26,Assembly - District 78,397,1511,11,5,7,1,0,0,0,0,0,0,0,0,0,governor
DANE,City of MADISON,City of MADISON Ward 88,Congressional - District 2,State Senate - District 26,Assembly - District 78,402,1376,11,4,9,1,0,0,0,0,0,0,0,0,3,governor
DANE,City of MADISON,City of MADISON Ward 89,Congressional - District 2,State Senate - District 26,Assembly - District 78,296,1496,10,7,8,2,0,0,0,0,0,0,0,0,1,governor
DANE,City of MADISON,City of MADISON Ward 90,Congressional - District 2,State Senate - District 26,Assembly - District 78,109,481,5,1,3,0,0,0,0,0,0,0,0,0,0,governor
DANE,City of MADISON,City of MADISON Ward 91,Congressional - District 2,State Senate - District 26,Assembly - District 78,214,1026,11,8,4,2,0,0,0,0,0,0,0,0,0,governor
DANE,City of MADISON,City of MADISON Ward 92,Congressional - District 2,State Senate - District 26,Assembly - District 78,145,923,11,2,7,0,0,0,0,0,0,0,0,0,1,governor
DANE,City of MADISON,City of MADISON Ward 93,Congressional - District 2,State Senate - District 26,Assembly - District 77,24,214,3,2,3,0,0,0,0,0,0,0,0,0,1,governor
DANE,City of MADISON,City of MADISON Ward 94,Congressional - District 2,State Senate - District 26,Assembly - District 78,144,545,10,3,5,1,0,0,0,0,0,0,0,0,1,governor
DANE,City of MADISON,City of MADISON Ward 95,Congressional - District 2,State Senate - District 26,Assembly - District 78,251,1219,11,6,12,3,0,0,0,0,0,0,0,0,1,governor
DANE,City of MADISON,City of MADISON Ward 96,Congressional - District 2,State Senate - District 26,Assembly - District 78,266,1074,18,3,8,2,0,0,0,0,0,0,0,0,0,governor
DANE,City of MADISON,City of MADISON Ward 97,Congressional - District 2,State Senate - District 26,Assembly - District 78,422,1574,20,5,17,3,0,0,0,0,0,0,0,0,0,governor
DANE,City of MADISON,City of MADISON Ward 98,Congressional - District 2,State Senate - District 26,Assembly - District 78,467,1900,26,6,15,1,0,0,0,0,0,0,0,0,0,governor
DANE,City of MADISON,City of MADISON Ward 99,Congressional - District 2,State Senate - District 26,Assembly - District 78,142,531,11,3,9,2,0,0,0,0,0,0,0,0,1,governor
DANE,City of MADISON,City of MADISON Ward 100,Congressional - District 2,State Senate - District 26,Assembly - District 78,279,1346,16,8,9,0,0,0,0,0,0,0,0,0,1,governor
DANE,City of MADISON,City of MADISON Ward 101,Congressional - District 2,State Senate - District 26,Assembly - District 78,74,397,8,1,5,0,0,0,0,0,0,0,0,0,0,governor
DANE,City of MADISON,City of MADISON Ward 102,Congressional - District 2,State Senate - District 26,Assembly - District 78,210,800,12,3,4,1,0,0,0,0,0,0,0,0,0,governor
DANE,City of MADISON,City of MADISON Ward 103,Congressional - District 2,State Senate - District 26,Assembly - District 78,50,347,0,2,1,0,0,0,0,0,0,0,0,0,1,governor
DANE,City of MADISON,City of MADISON Ward 104,Congressional - District 2,State Senate - District 26,Assembly - District 78,249,1214,10,4,8,4,0,0,0,0,0,0,0,0,2,governor
DANE,City of MADISON,City of MADISON Ward 105,Congressional - District 2,State Senate - District 26,Assembly - District 78,344,1445,14,8,13,1,0,0,0,0,0,0,0,0,0,governor
DANE,City of MADISON,City of MADISON Ward 106,Congressional - District 2,State Senate - District 26,Assembly - District 78,844,1439,21,5,15,1,0,0,0,0,0,0,0,0,1,governor
DANE,City of MADISON,City of MADISON Ward 107,Congressional - District 2,State Senate - District 26,Assembly - District 78,467,1273,21,5,14,1,0,0,0,0,0,0,0,0,3,governor
DANE,City of MADISON,City of MADISON Ward 108,Congressional - District 2,State Senate - District 26,Assembly - District 78,206,1222,17,5,5,1,0,0,0,0,0,0,0,0,1,governor
DANE,City of MADISON,City of MADISON Ward 109,Congressional - District 2,State Senate - District 26,Assembly - District 78,330,1313,15,5,10,0,0,0,0,0,0,0,0,0,1,governor
DANE,City of MADISON,City of MADISON Ward 110,Congressional - District 2,State Senate - District 26,Assembly - District 78,353,953,12,7,4,1,0,0,0,0,0,0,0,0,0,governor
DANE,City of MADISON,City of MADISON Ward 111,Congressional - District 2,State Senate - District 26,Assembly - District 78,602,1372,22,9,14,0,0,0,0,0,0,0,0,0,1,governor
DANE,City of MADISON,City of MADISON Ward 112,Congressional - District 2,State Senate - District 27,Assembly - District 79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,governor
DANE,City of MADISON,City of MADISON Ward 113,Congressional - District 2,State Senate - District 16,Assembly - District 47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,governor
DANE,City of MADISON,City of MADISON Ward 114,Congressional - District 2,State Senate - District 27,Assembly - District 79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,governor
DANE,City of MADISON,City of MADISON Ward 115,Congressional - District 2,State Senate - District 27,Assembly - District 80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,governor
DANE,City of MADISON,City of MADISON Ward 116,Congressional - District 2,State Senate - District 27,Assembly - District 80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,governor
DANE,City of MADISON,City of MADISON Ward 117,Congressional - District 2,State Senate - District 27,Assembly - District 79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,governor
DANE,City of MADISON,City of MADISON Ward 118,Congressional - District 2,State Senate - District 27,Assembly - District 79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,governor
DANE,City of MADISON,City of MADISON Ward 119,Congressional - District 2,State Senate - District 27,Assembly - District 79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,governor
DANE,City of MADISON,City of MADISON Ward 120,Congressional - District 2,State Senate - District 27,Assembly - District 79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,governor
DANE,City of MADISON,City of MADISON Ward 121,Congressional - District 2,State Senate - District 27,Assembly - District 80,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,governor
DANE,City of MADISON,City of MADISON Ward 122,Congressional - District 2,State Senate - District 27,Assembly - District 79,9,32,2,0,0,0,0,0,0,0,0,0,0,0,0,governor
DANE,City of MADISON,City of MADISON Ward 123,Congressional - District 2,State Senate - District 16,Assembly - District 47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,governor
DANE,City of MADISON,City of MADISON Ward 124,Congressional - District 2,State Senate - District 27,Assembly - District 79,16,37,0,0,0,0,0,0,0,0,0,0,0,0,0,governor
DANE,City of MADISON,City of MADISON Ward 125,Congressional - District 2,State Senate - District 27,Assembly - District 79,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,governor
DANE,City of MADISON,City of MADISON Ward 126,Congressional - District 2,State Senate - District 27,Assembly - District 79,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,governor
DANE,City of MADISON,City of MADISON Ward 127,Congressional - District 2,State Senate - District 27,Assembly - District 79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,governor
DANE,City of MADISON,City of MADISON Ward 128,Congressional - District 2,State Senate - District 16,Assembly - District 47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,governor
DANE,City of MADISON,City of MADISON Ward 129,Congressional - District 2,State Senate - District 16,Assembly - District 47,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,governor
DANE,City of MADISON,City of MADISON Ward 130,Congressional - District 2,State Senate - District 16,Assembly - District 47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,governor
DANE,City of MADISON,City of MADISON Ward 131,Congressional - District 2,State Senate - District 16,Assembly - District 47,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,governor
DANE,City of MADISON,City of MADISON Ward 132,Congressional - District 2,State Senate - District 16,Assembly - District 47,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,governor
DANE,City of MADISON,City of MADISON Ward 133,Congressional - District 2,State Senate - District 16,Assembly - District 47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,governor
DANE,City of MADISON,City of MADISON Ward 134,Congressional - District 2,State Senate - District 16,Assembly - District 47,9,13,0,0,0,0,0,0,0,0,0,0,0,0,0,governor
DANE,City of MADISON,City of MADISON Ward 135,Congressional - District 2,State Senate - District 27,Assembly - District 79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,governor
DANE,City of MADISON,City of MADISON Ward 136,Congressional - District 2,State Senate - District 27,Assembly - District 79,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,governor
DANE,City of MADISON,City of MADISON Ward 137,Congressional - District 2,State Senate - District 27,Assembly - District 79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,governor
DANE,City of MADISON,City of MADISON Ward 138,Congressional - District 2,State Senate - District 27,Assembly - District 79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,governor
DANE,City of MADISON,City of MADISON Ward 139,Congressional - District 2,State Senate - District 16,Assembly - District 47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,governor
DANE,City of MADISON,City of MADISON Ward 140,Congressional - District 2,State Senate - District 27,Assembly - District 79,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,governor
DANE,City of MADISON,City of MADISON Ward 141,Congressional - District 2,State Senate - District 27,Assembly - District 79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,governor
DANE,City of MADISON,City of MADISON Ward 142,Congressional - District 2,State Senate - District 27,Assembly - District 79,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,governor
DANE,City of MADISON,City of MADISON Ward 143,Congressional - District 2,State Senate - District 27,Assembly - District 79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,governor
DANE,City of MADISON,City of MADISON Ward 144,Congressional - District 2,State Senate - District 27,Assembly - District 80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,governor
DANE,City of MIDDLETON,"City of MIDDLETON Wards 1-4,9",Congressional - District 2,State Senate - District 27,Assembly - District 79,755,2408,19,16,13,5,0,0,0,0,0,0,0,0,1,governor
DANE,City of MIDDLETON,City of MIDDLETON Wards 5-8,Congressional - District 2,State Senate - District 27,Assembly - District 79,422,2137,23,7,18,1,0,0,0,0,0,0,0,0,0,governor
DANE,City of MIDDLETON,City of MIDDLETON Wards 10-13,Congressional - District 2,State Senate - District 27,Assembly - District 79,704,2712,19,10,13,3,0,0,0,0,0,0,0,0,2,governor
DANE,City of MIDDLETON,"City of MIDDLETON Wards 14-16,18,17,21",Congressional - District 2,State Senate - District 27,Assembly - District 79,677,1923,17,6,12,1,0,0,0,0,0,0,0,0,2,governor
DANE,City of MIDDLETON,City of MIDDLETON Wards 19-20,Congressional - District 2,State Senate - District 26,Assembly - District 78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,governor
DANE,City of MONONA,City of MONONA Wards 1-5,Congressional - District 2,State Senate - District 16,Assembly - District 47,534,2242,18,6,10,1,0,0,0,0,0,0,0,0,1,governor
DANE,City of MONONA,City of MONONA Wards 6-10,Congressional - District 2,State Senate - District 16,Assembly - District 47,519,1929,18,9,13,2,0,0,0,0,0,0,0,0,2,governor
DANE,City of STOUGHTON,City of STOUGHTON Wards 1-2,Congressional - District 2,State Senate - District 16,Assembly - District 46,511,1185,15,6,14,2,0,0,0,0,0,0,0,0,0,governor
DANE,City of STOUGHTON,"City of STOUGHTON Wards 3-4,12",Congressional - District 2,State Senate - District 16,Assembly - District 46,402,1106,15,3,13,1,0,0,0,0,0,0,0,0,2,governor
DANE,City of STOUGHTON,City of STOUGHTON Wards 5-6,Congressional - District 2,State Senate - District 16,Assembly - District 46,419,1256,14,1,8,1,0,0,0,0,0,0,0,0,0,governor
DANE,City of STOUGHTON,City of STOUGHTON Wards 7-8,Congressional - District 2,State Senate - District 16,Assembly - District 46,545,1174,8,3,13,0,0,0,0,0,0,0,0,0,0,governor
DANE,City of STOUGHTON,City of STOUGHTON Ward 9,Congressional - District 2,State Senate - District 15,Assembly - District 43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,governor
DANE,City of STOUGHTON,"City of STOUGHTON Wards 10-11,13-14",Congressional - District 2,State Senate - District 15,Assembly - District 43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,governor
DANE,City of SUN PRAIRIE,City of SUN PRAIRIE Wards 1-5,Congressional - District 2,State Senate - District 16,Assembly - District 46,1103,2662,33,9,22,6,0,0,0,0,0,0,0,0,1,governor
DANE,City of SUN PRAIRIE,City of SUN PRAIRIE Wards 6-9,Congressional - District 2,State Senate - District 16,Assembly - District 46,1187,2443,31,10,26,3,0,0,0,0,0,0,0,0,2,governor
DANE,City of SUN PRAIRIE,City of SUN PRAIRIE Wards 10-14,Congressional - District 2,State Senate - District 16,Assembly - District 46,920,2736,35,17,42,6,0,0,0,0,0,0,0,0,2,governor
DANE,City of SUN PRAIRIE,City of SUN PRAIRIE Wards 15-19,Congressional - District 2,State Senate - District 16,Assembly - District 46,1366,2457,23,10,23,1,0,0,0,0,0,0,0,0,1,governor
DANE,City of SUN PRAIRIE,"City of SUN PRAIRIE Wards 20-22,24-25",Congressional - District 2,State Senate - District 27,Assembly - District 79,7,33,1,0,1,0,0,0,0,0,0,0,0,0,0,governor
DANE,City of SUN PRAIRIE,City of SUN PRAIRIE Ward 23,Congressional - District 2,State Senate - District 13,Assembly - District 37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,governor
DANE,City of VERONA,"City of VERONA Wards 1,5",Congressional - District 2,State Senate - District 27,Assembly - District 79,351,808,4,1,8,0,0,0,0,0,0,0,0,0,1,governor
DANE,City of VERONA,City of VERONA Wards 2-4,Congressional - District 2,State Senate - District 27,Assembly - District 80,562,1471,10,12,22,1,0,0,0,0,0,0,0,0,4,governor
DANE,City of VERONA,City of VERONA Wards 6-9,Congressional - District 2,State Senate - District 27,Assembly - District 80,1105,2914,38,7,37,3,0,0,0,0,0,0,0,0,5,governor
DODGE,Town of ASHIPPUN,Town of ASHIPPUN Wards 1-4,Congressional - District 5,State Senate - District 13,Assembly - District 39,1116,332,4,5,6,5,0,0,0,0,0,0,0,0,0,governor
DODGE,Town of BEAVER DAM,"Town of BEAVER DAM Wards 1-4,7-11",Congressional - District 6,State Senate - District 13,Assembly - District 39,577,467,5,3,3,0,0,0,0,0,0,0,0,0,0,governor
DODGE,Town of BEAVER DAM,Town of BEAVER DAM Wards 5-6,Congressional - District 5,State Senate - District 13,Assembly - District 39,462,365,5,4,4,0,0,0,0,0,0,0,0,0,0,governor
DODGE,Town of BURNETT,Town of BURNETT Wards 1-2,Congressional - District 6,State Senate - District 14,Assembly - District 42,298,133,6,1,2,1,0,0,0,0,0,0,0,0,0,governor
