county,muni,reporting_unit_name,congressional_district,senate_district,assembly_district,scott_walker_rebecca_kleefisch_rep,tony_evers_mandela_barnes_dem,phillip_anderson_patrick_baird_lib,michael_j_white_tiffany_anderson_wgr,maggie_turnbull_wil_losch_ind,arnie_enz_no_candidate_ind,ryan_cason_write_in_no_candidate_rep,paul_boucher_write_in_no_candidate_dem,mark_s_grimek_write_in_no_candidate_con,jared_william_landry_write_in_no_candidate_dem,robbie_hoffman_write_in_no_candidate_ind,richard_michael_turtenwald_write_in_no_candidate_ind,no_candidate_corban_gehler_write_in_dem,no_candidate_william_henry_davis_iii_write_in_dem,scattering,race
SHEBOYGAN,City of SHEBOYGAN,City of SHEBOYGAN Ward 26,Congressional - District 6,State Senate - District 9,Assembly - District 26,469,374,8,5,2,0,0,0,0,0,0,0,0,0,0,governor
SHEBOYGAN,City of SHEBOYGAN,City of SHEBOYGAN Ward 27,Congressional - District 6,State Senate - District 9,Assembly - District 27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,governor
SHEBOYGAN,City of SHEBOYGAN,City of SHEBOYGAN Ward 28,Congressional - District 6,State Senate - District 9,Assembly - District 27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,governor
SHEBOYGAN,City of SHEBOYGAN,City of SHEBOYGAN Ward 29,Congressional - District 6,State Senate - District 9,Assembly - District 26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,governor
SHEBOYGAN,City of SHEBOYGAN,City of SHEBOYGAN Ward 30,Congressional - District 6,State Senate - District 9,Assembly - District 27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,governor
SHEBOYGAN,City of SHEBOYGAN,City of SHEBOYGAN Ward 31,Congressional - District 6,State Senate - District 9,Assembly - District 26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,governor
SHEBOYGAN,City of SHEBOYGAN FALLS,City of SHEBOYGAN FALLS Wards 1-9,Congressional - District 6,State Senate - District 9,Assembly - District 26,2314,1611,30,11,19,2,0,0,0,0,0,0,0,0,1,governor
SHEBOYGAN,City of SHEBOYGAN FALLS,City of SHEBOYGAN FALLS Wards 10-11,Congressional - District 6,State Senate - District 9,Assembly - District 27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,governor
TAYLOR,Town of AURORA,Town of AURORA Ward 1,Congressional - District 7,State Senate - District 29,Assembly - District 87,97,47,0,3,1,0,0,0,0,0,0,0,0,0,0,governor
TAYLOR,Town of BROWNING,Town of BROWNING Ward 1,Congressional - District 7,State Senate - District 29,Assembly - District 87,281,81,1,1,1,0,0,0,0,0,0,0,0,0,0,governor
TAYLOR,Town of CHELSEA,Town of CHELSEA Ward 1,Congressional - District 7,State Senate - District 29,Assembly - District 87,243,87,4,2,3,0,0,0,0,0,0,0,0,0,0,governor
TAYLOR,Town of CLEVELAND,Town of CLEVELAND Ward 1,Congressional - District 7,State Senate - District 29,Assembly - District 87,81,21,1,1,2,0,0,0,0,0,0,0,0,0,0,governor
TAYLOR,Town of DEER CREEK,Town of DEER CREEK Ward 1,Congressional - District 7,State Senate - District 29,Assembly - District 87,239,46,3,0,1,0,0,0,0,0,0,0,0,0,0,governor
TAYLOR,Town of FORD,Town of FORD Ward 1,Congressional - District 7,State Senate - District 29,Assembly - District 87,88,28,0,0,0,0,0,0,0,0,0,0,0,0,0,governor
TAYLOR,Town of GOODRICH,Town of GOODRICH Ward 1,Congressional - District 7,State Senate - District 29,Assembly - District 87,158,55,0,0,1,0,0,0,0,0,0,0,0,0,0,governor
TAYLOR,Town of GREENWOOD,Town of GREENWOOD Ward 1,Congressional - District 7,State Senate - District 29,Assembly - District 87,221,61,0,0,1,0,0,0,0,0,0,0,0,0,0,governor
TAYLOR,Town of GROVER,Town of GROVER Ward 1,Congressional - District 7,State Senate - District 29,Assembly - District 87,84,21,1,0,0,0,0,0,0,0,0,0,0,0,0,governor
TAYLOR,Town of HAMMEL,Town of HAMMEL Wards 1-2,Congressional - District 7,State Senate - District 29,Assembly - District 87,266,77,1,1,0,2,0,0,0,0,0,0,0,0,0,governor
TAYLOR,Town of HOLWAY,Town of HOLWAY Ward 1,Congressional - District 7,State Senate - District 29,Assembly - District 87,173,42,4,1,2,0,0,0,0,0,0,0,0,0,0,governor
TAYLOR,Town of JUMP RIVER,Town of JUMP RIVER Ward 1,Congressional - District 7,State Senate - District 29,Assembly - District 87,77,40,2,0,2,0,0,0,0,0,0,0,0,0,0,governor
TAYLOR,Town of LITTLE BLACK,Town of LITTLE BLACK Wards 1-2,Congressional - District 7,State Senate - District 29,Assembly - District 87,341,109,4,2,1,0,0,0,0,0,0,0,0,0,0,governor
TAYLOR,Town of MAPLEHURST,Town of MAPLEHURST Ward 1,Congressional - District 7,State Senate - District 29,Assembly - District 87,105,35,0,1,0,0,0,0,0,0,0,0,0,0,0,governor
TAYLOR,Town of MCKINLEY,Town of MCKINLEY Ward 1,Congressional - District 7,State Senate - District 29,Assembly - District 87,127,24,1,0,0,0,0,0,0,0,0,0,0,0,0,governor
TAYLOR,Town of MEDFORD,Town of MEDFORD Wards 1-3,Congressional - District 7,State Senate - District 29,Assembly - District 87,827,278,5,2,4,0,0,0,0,0,0,0,0,0,0,governor
TAYLOR,Town of MOLITOR,Town of MOLITOR Ward 1,Congressional - District 7,State Senate - District 29,Assembly - District 87,107,41,3,0,1,0,0,0,0,0,0,0,0,0,0,governor
TAYLOR,Town of PERSHING,Town of PERSHING Ward 1,Congressional - District 7,State Senate - District 29,Assembly - District 87,33,22,0,0,0,0,0,0,0,0,0,0,0,0,0,governor
TAYLOR,Town of RIB LAKE,Town of RIB LAKE Wards 1-2,Congressional - District 7,State Senate - District 29,Assembly - District 87,240,94,0,1,1,0,0,0,0,0,0,0,0,0,0,governor
TAYLOR,Town of ROOSEVELT,Town of ROOSEVELT Ward 1,Congressional - District 7,State Senate - District 29,Assembly - District 87,90,55,0,0,5,2,0,0,0,0,0,0,0,0,0,governor
TAYLOR,Town of TAFT,Town of TAFT Ward 1,Congressional - District 7,State Senate - District 29,Assembly - District 87,80,45,2,0,1,0,0,0,0,0,0,0,0,0,0,governor
TAYLOR,Town of WESTBORO,Town of WESTBORO Ward 1,Congressional - District 7,State Senate - District 29,Assembly - District 87,255,76,2,0,3,1,0,0,0,0,0,0,0,0,0,governor
TAYLOR,Village of GILMAN,Village of GILMAN Ward 1,Congressional - District 7,State Senate - District 29,Assembly - District 87,101,64,1,0,1,0,0,0,0,0,0,0,0,0,0,governor
TAYLOR,Village of LUBLIN,Village of LUBLIN Ward 1,Congressional - District 7,State Senate - District 29,Assembly - District 87,30,15,1,0,0,0,0,0,0,0,0,0,0,0,0,governor
TAYLOR,Village of RIB LAKE,Village of RIB LAKE Ward 1,Congressional - District 7,State Senate - District 29,Assembly - District 87,209,102,3,0,1,1,0,0,0,0,0,0,0,0,0,governor
TAYLOR,Village of STETSONVILLE,Village of STETSONVILLE Ward 1,Congressional - District 7,State Senate - District 29,Assembly - District 87,140,71,0,1,1,0,0,0,0,0,0,0,0,0,0,governor
TAYLOR,City of MEDFORD,City of MEDFORD Wards 1-8,Congressional - District 7,State Senate - District 29,Assembly - District 87,997,632,17,3,15,0,0,0,0,0,0,0,0,0,0,governor
TREMPEALEAU,Town of ALBION,Town of ALBION Wards 1-2,Congressional - District 3,State Senate - District 31,Assembly - District 92,167,136,2,0,1,0,0,0,0,0,0,0,0,0,0,governor
TREMPEALEAU,Town of ARCADIA,Town of ARCADIA Wards 1-4,Congressional - District 3,State Senate - District 31,Assembly - District 92,513,287,0,5,8,0,0,0,0,0,0,0,0,0,0,governor
TREMPEALEAU,Town of BURNSIDE,Town of BURNSIDE Wards 1-2,Congressional - District 3,State Senate - District 31,Assembly - District 92,117,84,0,0,3,0,0,0,0,0,0,0,0,0,0,governor
TREMPEALEAU,Town of CALEDONIA,Town of CALEDONIA Wards 1-2,Congressional - District 3,State Senate - District 31,Assembly - District 92,273,160,6,4,2,0,0,0,0,0,0,0,0,0,0,governor
TREMPEALEAU,Town of CHIMNEY ROCK,Town of CHIMNEY ROCK Ward 1,Congressional - District 3,State Senate - District 31,Assembly - District 92,64,56,0,1,0,0,0,0,0,0,0,0,0,0,0,governor
TREMPEALEAU,Town of DODGE,Town of DODGE Ward 1,Congressional - District 3,State Senate - District 31,Assembly - District 92,122,86,5,1,3,0,0,0,0,0,0,0,0,0,0,governor
TREMPEALEAU,Town of ETTRICK,Town of ETTRICK Wards 1-2,Congressional - District 3,State Senate - District 31,Assembly - District 92,354,308,1,5,1,0,0,0,0,0,0,0,0,0,0,governor
TREMPEALEAU,Town of GALE,Town of GALE Wards 1-3,Congressional - District 3,State Senate - District 31,Assembly - District 92,506,352,8,4,4,1,0,0,0,0,0,0,0,0,1,governor
TREMPEALEAU,Town of HALE,Town of HALE Ward 1,Congressional - District 3,State Senate - District 31,Assembly - District 92,295,207,1,1,2,0,0,0,0,0,0,0,0,0,0,governor
TREMPEALEAU,Town of LINCOLN,Town of LINCOLN Wards 1-2,Congressional - District 3,State Senate - District 31,Assembly - District 92,148,126,1,3,2,0,0,0,0,0,0,0,0,0,0,governor
TREMPEALEAU,Town of PIGEON,Town of PIGEON Wards 1-2,Congressional - District 3,State Senate - District 31,Assembly - District 92,175,146,4,3,2,0,0,0,0,0,0,0,0,0,0,governor
TREMPEALEAU,Town of PRESTON,Town of PRESTON Wards 1-3,Congressional - District 3,State Senate - District 31,Assembly - District 92,204,173,3,2,1,1,0,0,0,0,0,0,0,0,0,governor
TREMPEALEAU,Town of SUMNER,Town of SUMNER Ward 1,Congressional - District 3,State Senate - District 23,Assembly - District 68,244,174,4,2,2,0,0,0,0,0,0,0,0,0,0,governor
TREMPEALEAU,Town of TREMPEALEAU,Town of TREMPEALEAU Wards 1-2,Congressional - District 3,State Senate - District 31,Assembly - District 92,535,399,2,3,8,0,0,0,0,0,0,0,0,0,0,governor
TREMPEALEAU,Town of UNITY,Town of UNITY Wards 1-2,Congressional - District 3,State Senate - District 31,Assembly - District 92,130,108,4,2,3,0,0,0,0,0,0,0,0,0,0,governor
TREMPEALEAU,Village of ELEVA,Village of ELEVA Ward 1,Congressional - District 3,State Senate - District 31,Assembly - District 92,132,144,1,0,0,0,0,0,0,0,0,0,0,0,0,governor
TREMPEALEAU,Village of ETTRICK,Village of ETTRICK Ward 1,Congressional - District 3,State Senate - District 31,Assembly - District 92,140,115,1,3,3,0,0,0,0,0,0,0,0,0,0,governor
TREMPEALEAU,Village of PIGEON FALLS,Village of PIGEON FALLS Ward 1,Congressional - District 3,State Senate - District 31,Assembly - District 92,85,81,2,0,0,1,0,0,0,0,0,0,0,0,0,governor
TREMPEALEAU,Village of STRUM,Village of STRUM Wards 1-2,Congressional - District 3,State Senate - District 31,Assembly - District 92,184,237,2,3,4,0,0,0,0,0,0,0,0,0,0,governor
TREMPEALEAU,Village of TREMPEALEAU,Village of TREMPEALEAU Wards 1-2,Congressional - District 3,State Senate - District 31,Assembly - District 92,431,414,5,5,8,0,0,0,0,0,0,0,0,0,0,governor
TREMPEALEAU,City of ARCADIA,City of ARCADIA Wards 1-3,Congressional - District 3,State Senate - District 31,Assembly - District 92,367,256,2,4,4,0,0,0,0,0,0,0,0,0,0,governor
TREMPEALEAU,City of BLAIR,City of BLAIR Wards 1-3,Congressional - District 3,State Senate - District 31,Assembly - District 92,207,220,11,1,1,0,0,0,0,0,0,0,0,0,1,governor
TREMPEALEAU,City of GALESVILLE,City of GALESVILLE Wards 1-3,Congressional - District 3,State Senate - District 31,Assembly - District 92,345,311,3,5,4,0,0,0,0,0,0,0,0,0,0,governor
TREMPEALEAU,City of INDEPENDENCE,City of INDEPENDENCE Wards 1-3,Congressional - District 3,State Senate - District 31,Assembly - District 92,236,170,4,5,2,0,0,0,0,0,0,0,0,0,0,governor
TREMPEALEAU,City of OSSEO,City of OSSEO Wards 1-3,Congressional - District 3,State Senate - District 23,Assembly - District 68,358,351,8,0,4,0,0,0,0,0,0,0,0,0,0,governor
TREMPEALEAU,City of WHITEHALL,City of WHITEHALL Wards 1-3,Congressional - District 3,State Senate - District 31,Assembly - District 92,291,292,10,4,5,1,0,0,0,0,0,0,0,0,0,governor
VERNON,Town of BERGEN,Town of BERGEN Wards 1-3,Congressional - District 3,State Senate - District 32,Assembly - District 96,359,343,5,1,3,1,0,0,0,0,0,0,0,0,0,governor
VERNON,Town of CHRISTIANA,Town of CHRISTIANA Wards 1-2,Congressional - District 3,State Senate - District 32,Assembly - District 96,238,197,1,2,0,0,0,0,0,0,0,0,0,0,0,governor
VERNON,Town of CLINTON,Town of CLINTON Wards 1-2,Congressional - District 3,State Senate - District 32,Assembly - District 96,126,85,0,0,2,0,0,0,0,0,0,0,0,0,0,governor
VERNON,Town of COON,Town of COON Wards 1-2,Congressional - District 3,State Senate - District 32,Assembly - District 96,171,222,0,2,1,0,0,0,0,0,0,0,0,0,0,governor
VERNON,Town of FOREST,Town of FOREST Ward 1,Congressional - District 3,State Senate - District 32,Assembly - District 96,132,78,1,1,0,0,0,0,0,0,0,0,0,0,0,governor
VERNON,Town of FRANKLIN,Town of FRANKLIN Wards 1-2,Congressional - District 3,State Senate - District 32,Assembly - District 96,320,203,4,4,4,0,0,0,0,0,0,0,0,0,0,governor
VERNON,Town of GENOA,Town of GENOA Wards 1-2,Congressional - District 3,State Senate - District 32,Assembly - District 96,164,214,2,1,1,0,0,0,0,0,0,0,0,0,0,governor
VERNON,Town of GREENWOOD,Town of GREENWOOD Ward 1,Congressional - District 3,State Senate - District 17,Assembly - District 50,105,84,2,0,0,1,0,0,0,0,0,0,0,0,0,governor
VERNON,Town of HAMBURG,Town of HAMBURG Wards 1-2,Congressional - District 3,State Senate - District 32,Assembly - District 96,257,226,4,2,3,3,0,0,0,0,0,0,0,0,0,governor
VERNON,Town of HARMONY,Town of HARMONY Wards 1-3,Congressional - District 3,State Senate - District 32,Assembly - District 96,162,154,1,1,1,0,0,0,0,0,0,0,0,0,0,governor
VERNON,Town of HILLSBORO,Town of HILLSBORO Wards 1-3,Congressional - District 3,State Senate - District 32,Assembly - District 96,199,87,1,0,0,0,0,0,0,0,0,0,0,0,0,governor
VERNON,Town of JEFFERSON,Town of JEFFERSON Wards 1-4,Congressional - District 3,State Senate - District 32,Assembly - District 96,330,270,6,3,6,0,0,0,0,0,0,0,0,0,0,governor
VERNON,Town of KICKAPOO,Town of KICKAPOO Ward 1,Congressional - District 3,State Senate - District 32,Assembly - District 96,119,122,3,0,2,1,0,0,0,0,0,0,0,0,0,governor
VERNON,Town of LIBERTY,Town of LIBERTY Ward 1,Congressional - District 3,State Senate - District 32,Assembly - District 96,62,108,7,2,2,0,0,0,0,0,0,0,0,0,0,governor
VERNON,Town of STARK,Town of STARK Wards 1-2,Congressional - District 3,State Senate - District 32,Assembly - District 96,95,101,0,1,0,1,0,0,0,0,0,0,0,0,0,governor
VERNON,Town of STERLING,Town of STERLING Ward 1,Congressional - District 3,State Senate - District 32,Assembly - District 96,186,82,2,0,3,0,0,0,0,0,0,0,0,0,0,governor
VERNON,Town of UNION,Town of UNION Wards 1-3,Congressional - District 3,State Senate - District 32,Assembly - District 96,99,88,3,2,1,0,0,0,0,0,0,0,0,0,0,governor
VERNON,Town of VIROQUA,Town of VIROQUA Wards 1-4,Congressional - District 3,State Senate - District 32,Assembly - District 96,470,442,8,3,2,1,0,0,0,0,0,0,0,0,7,governor
VERNON,Town of WEBSTER,Town of WEBSTER Wards 1-2,Congressional - District 3,State Senate - District 32,Assembly - District 96,117,197,1,4,1,0,0,0,0,0,0,0,0,0,0,governor
VERNON,Town of WHEATLAND,Town of WHEATLAND Ward 1,Congressional - District 3,State Senate - District 32,Assembly - District 96,146,134,1,1,1,1,0,0,0,0,0,0,0,0,0,governor
VERNON,Town of WHITESTOWN,Town of WHITESTOWN Ward 1,Congressional - District 3,State Senate - District 32,Assembly - District 96,103,105,1,0,1,0,0,0,0,0,0,0,0,0,0,governor
VERNON,Village of CHASEBURG,Village of CHASEBURG Ward 1,Congressional - District 3,State Senate - District 32,Assembly - District 96,74,58,2,1,2,0,0,0,0,0,0,0,0,0,0,governor
VERNON,Village of COON VALLEY,Village of COON VALLEY Ward 1,Congressional - District 3,State Senate - District 32,Assembly - District 96,178,186,4,0,5,0,0,0,0,0,0,0,0,0,0,governor
VERNON,Village of DE SOTO,Village of DE SOTO Ward 1,Congressional - District 3,State Senate - District 32,Assembly - District 96,54,54,1,0,1,0,0,0,0,0,0,0,0,0,0,governor
VERNON,Village of GENOA,Village of GENOA Ward 1,Congressional - District 3,State Senate - District 32,Assembly - District 96,47,69,0,0,2,0,0,0,0,0,0,0,0,0,0,governor
VERNON,Village of LA FARGE,Village of LA FARGE Ward 1,Congressional - District 3,State Senate - District 32,Assembly - District 96,137,144,3,3,2,0,0,0,0,0,0,0,0,0,0,governor
VERNON,Village of ONTARIO,Village of ONTARIO Ward 1,Congressional - District 3,State Senate - District 32,Assembly - District 96,84,66,0,1,1,0,0,0,0,0,0,0,0,0,0,governor
VERNON,Village of READSTOWN,Village of READSTOWN Ward 1,Congressional - District 3,State Senate - District 32,Assembly - District 96,82,54,1,2,0,0,0,0,0,0,0,0,0,0,0,governor
VERNON,Village of STODDARD,Village of STODDARD Ward 1,Congressional - District 3,State Senate - District 32,Assembly - District 96,157,217,4,3,0,0,0,0,0,0,0,0,0,0,0,governor
VERNON,VILLAGE OF VIOLA,VILLAGE OF VIOLA Ward 1,Congressional - District 3,State Senate - District 32,Assembly - District 96,36,30,1,0,3,0,0,0,0,0,0,0,0,0,0,governor
VERNON,City of HILLSBORO,City of HILLSBORO Wards 1-4,Congressional - District 3,State Senate - District 32,Assembly - District 96,262,262,3,4,3,0,0,0,0,0,0,0,0,0,0,governor
VERNON,City of VIROQUA,City of VIROQUA Wards 1-9,Congressional - District 3,State Senate - District 32,Assembly - District 96,818,1326,17,7,17,1,0,0,0,0,0,0,0,0,0,governor
VERNON,City of WESTBY,City of WESTBY Wards 1-5,Congressional - District 3,State Senate - District 32,Assembly - District 96,387,542,6,0,3,4,0,0,0,0,0,0,0,0,0,governor
VILAS,Town of ARBOR VITAE,Town of ARBOR VITAE Wards 1-7,Congressional - District 7,State Senate - District 12,Assembly - District 34,1123,680,8,7,9,1,0,0,0,0,0,0,0,0,0,governor
VILAS,Town of BOULDER JUNCTION,Town of BOULDER JUNCTION Wards 1-2,Congressional - District 7,State Senate - District 12,Assembly - District 34,420,247,4,1,5,0,0,0,0,0,0,0,0,0,0,governor
VILAS,Town of CLOVERLAND,Town of CLOVERLAND Wards 1-2,Congressional - District 7,State Senate - District 12,Assembly - District 34,439,217,1,0,1,1,0,0,0,0,0,0,0,0,0,governor
VILAS,Town of CONOVER,Town of CONOVER Wards 1-2,Congressional - District 7,State Senate - District 12,Assembly - District 34,505,251,2,2,5,1,0,0,0,0,0,0,0,0,0,governor
VILAS,Town of LAC DU FLAMBEAU,Town of LAC DU FLAMBEAU Wards 1-7,Congressional - District 7,State Senate - District 25,Assembly - District 74,584,749,7,6,19,0,0,0,0,0,0,0,0,0,1,governor
VILAS,Town of LAND O-LAKES,Town of LAND O-LAKES Ward 1,Congressional - District 7,State Senate - District 12,Assembly - District 34,347,200,1,4,3,0,0,0,0,0,0,0,0,0,0,governor
VILAS,Town of LINCOLN,Town of LINCOLN Wards 1-5,Congressional - District 7,State Senate - District 12,Assembly - District 34,976,420,17,2,13,1,0,0,0,0,0,0,0,0,0,governor
VILAS,Town of MANITOWISH WATERS,Town of MANITOWISH WATERS Ward 1,Congressional - District 7,State Senate - District 12,Assembly - District 34,330,144,2,0,3,0,0,0,0,0,0,0,0,0,0,governor
VILAS,Town of PHELPS,Town of PHELPS Wards 1-2,Congressional - District 7,State Senate - District 12,Assembly - District 34,492,208,1,1,4,1,0,0,0,0,0,0,0,0,0,governor
VILAS,Town of PLUM LAKE,Town of PLUM LAKE Wards 1-2,Congressional - District 7,State Senate - District 12,Assembly - District 34,240,137,2,1,4,0,0,0,0,0,0,0,0,0,0,governor
VILAS,Town of PRESQUE ISLE,Town of PRESQUE ISLE Ward 1,Congressional - District 7,State Senate - District 12,Assembly - District 34,323,188,2,3,2,0,0,0,0,0,0,0,0,0,0,governor
VILAS,Town of ST. GERMAIN,Town of ST. GERMAIN Wards 1-2,Congressional - District 7,State Senate - District 12,Assembly - District 34,785,396,3,4,8,0,0,0,0,0,0,0,0,0,1,governor
VILAS,Town of WASHINGTON,Town of WASHINGTON Wards 1-3,Congressional - District 7,State Senate - District 12,Assembly - District 34,636,328,5,3,2,1,0,0,0,0,0,0,0,0,0,governor
VILAS,Town of WINCHESTER,Town of WINCHESTER Ward 1,Congressional - District 7,State Senate - District 12,Assembly - District 34,214,87,2,1,0,0,0,0,0,0,0,0,0,0,0,governor
VILAS,City of EAGLE RIVER,City of EAGLE RIVER Wards 1-5,Congressional - District 7,State Senate - District 12,Assembly - District 34,400,258,8,1,7,1,0,0,0,0,0,0,0,0,0,governor
WALWORTH,Town of BLOOMFIELD,Town of BLOOMFIELD Wards 1-2,Congressional - District 1,State Senate - District 11,Assembly - District 32,350,240,3,3,4,0,0,0,0,0,0,0,0,0,0,governor
WALWORTH,Town of DARIEN,Town of DARIEN Wards 1-3,Congressional - District 1,State Senate - District 11,Assembly - District 31,513,230,6,3,3,0,0,0,0,0,0,0,0,0,0,governor
WALWORTH,Town of DELAVAN,Town of DELAVAN Wards 1-11,Congressional - District 1,State Senate - District 11,Assembly - District 32,1600,885,14,3,15,1,0,0,0,0,0,0,0,0,1,governor
WALWORTH,Town of EAST TROY,Town of EAST TROY Ward 1,Congressional - District 1,State Senate - District 28,Assembly - District 83,338,117,0,2,1,0,0,0,0,0,0,0,0,0,0,governor
WALWORTH,Town of EAST TROY,Town of EAST TROY Wards 2-3,Congressional - District 1,State Senate - District 11,Assembly - District 33,539,199,5,5,5,0,0,0,0,0,0,0,0,0,1,governor
WALWORTH,Town of EAST TROY,Town of EAST TROY Wards 4-6,Congressional - District 1,State Senate - District 11,Assembly - District 32,747,265,2,2,5,0,0,0,0,0,0,0,0,0,0,governor
WALWORTH,Town of GENEVA,Town of GENEVA Wards 1-8,Congressional - District 1,State Senate - District 11,Assembly - District 32,1574,936,25,7,19,0,0,0,0,0,0,0,0,0,0,governor
WALWORTH,Town of LAFAYETTE,Town of LAFAYETTE Wards 1-3,Congressional - District 1,State Senate - District 11,Assembly - District 32,727,359,7,3,6,0,0,0,0,0,0,0,0,0,0,governor
WALWORTH,Town of LA GRANGE,Town of LA GRANGE Wards 1-3,Congressional - District 1,State Senate - District 11,Assembly - District 33,840,400,13,5,11,2,0,0,0,0,0,0,0,0,0,governor
WALWORTH,Town of LINN,"Town of LINN Wards 1-4,6",Congressional - District 1,State Senate - District 11,Assembly - District 32,657,315,2,3,7,2,0,0,0,0,0,0,0,0,1,governor
WALWORTH,Town of LINN,Town of LINN Ward 5,Congressional - District 1,State Senate - District 11,Assembly - District 32,143,78,1,0,0,0,0,0,0,0,0,0,0,0,0,governor
WALWORTH,Town of LYONS,Town of LYONS Wards 1-7,Congressional - District 1,State Senate - District 11,Assembly - District 32,1108,538,7,8,12,1,0,0,0,0,0,0,0,0,0,governor
WALWORTH,Town of RICHMOND,Town of RICHMOND Wards 1-3,Congressional - District 1,State Senate - District 11,Assembly - District 31,548,356,8,3,6,1,0,0,0,0,0,0,0,0,0,governor
WALWORTH,Town of SHARON,Town of SHARON Ward 1,Congressional - District 1,State Senate - District 11,Assembly - District 31,301,139,1,4,5,0,0,0,0,0,0,0,0,0,0,governor
WALWORTH,Town of SPRING PRAIRIE,Town of SPRING PRAIRIE Wards 1-4,Congressional - District 1,State Senate - District 11,Assembly - District 32,873,333,6,5,4,1,0,0,0,0,0,0,0,0,3,governor
WALWORTH,Town of SUGAR CREEK,Town of SUGAR CREEK Wards 1-5,Congressional - District 1,State Senate - District 11,Assembly - District 31,1270,657,16,8,20,3,0,0,0,0,0,0,0,0,0,governor
WALWORTH,Town of TROY,Town of TROY Wards 1-3,Congressional - District 1,State Senate - District 11,Assembly - District 33,958,386,8,5,16,0,0,0,0,0,0,0,0,0,1,governor
WALWORTH,Town of WALWORTH,Town of WALWORTH Wards 1-3,Congressional - District 1,State Senate - District 11,Assembly - District 31,600,205,8,5,7,1,0,0,0,0,0,0,0,0,0,governor
WALWORTH,Town of WHITEWATER,Town of WHITEWATER Wards 1-2,Congressional - District 1,State Senate - District 15,Assembly - District 43,437,320,3,1,3,0,0,0,0,0,0,0,0,0,0,governor
WALWORTH,Town of WHITEWATER,Town of WHITEWATER Ward 3,Congressional - District 5,State Senate - District 15,Assembly - District 43,29,24,0,1,0,0,0,0,0,0,0,0,0,0,0,governor
WALWORTH,Village of BLOOMFIELD,Village of BLOOMFIELD Wards 1-5,Congressional - District 1,State Senate - District 11,Assembly - District 32,1083,545,19,19,12,5,0,0,0,0,0,0,0,0,2,governor
WALWORTH,Village of DARIEN,Village of DARIEN Wards 1-2,Congressional - District 1,State Senate - District 11,Assembly - District 31,344,228,7,7,13,0,0,0,0,0,0,0,0,0,1,governor
WALWORTH,Village of EAST TROY,Village of EAST TROY Wards 1-5,Congressional - District 1,State Senate - District 11,Assembly - District 32,1394,699,13,4,18,6,0,0,0,0,0,0,0,0,1,governor
WALWORTH,Village of FONTANA,Village of FONTANA Wards 1-3,Congressional - District 1,State Senate - District 11,Assembly - District 31,623,358,4,2,6,0,0,0,0,0,0,0,0,0,0,governor
WALWORTH,Village of GENOA CITY,Village of GENOA CITY Wards 1-4,Congressional - District 1,State Senate - District 11,Assembly - District 32,628,338,9,7,13,0,0,0,0,0,0,0,0,0,1,governor
WALWORTH,VILLAGE OF MUKWONAGO,VILLAGE OF MUKWONAGO Ward 11,Congressional - District 1,State Senate - District 11,Assembly - District 33,49,31,0,0,0,0,0,0,0,0,0,0,0,0,0,governor
WALWORTH,Village of SHARON,Village of SHARON Wards 1-2,Congressional - District 1,State Senate - District 11,Assembly - District 31,329,220,9,6,6,1,0,0,0,0,0,0,0,0,0,governor
WALWORTH,Village of WALWORTH,Village of WALWORTH Wards 1-3,Congressional - District 1,State Senate - District 11,Assembly - District 31,667,430,6,11,13,1,0,0,0,0,0,0,0,0,1,governor
WALWORTH,Village of WILLIAMS BAY,Village of WILLIAMS BAY Wards 1-4,Congressional - District 1,State Senate - District 11,Assembly - District 31,767,540,7,5,11,0,0,0,0,0,0,0,0,0,1,governor
WALWORTH,CITY OF BURLINGTON,CITY OF BURLINGTON Ward 9,Congressional - District 1,State Senate - District 21,Assembly - District 63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,governor
WALWORTH,CITY OF BURLINGTON,CITY OF BURLINGTON Ward 10,Congressional - District 1,State Senate - District 11,Assembly - District 32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,governor
WALWORTH,City of DELAVAN,"City of DELAVAN Wards 1-14,16",Congressional - District 1,State Senate - District 11,Assembly - District 32,1513,1410,31,21,25,5,0,0,0,0,0,0,0,0,0,governor
WALWORTH,City of DELAVAN,City of DELAVAN Ward 15,Congressional - District 1,State Senate - District 11,Assembly - District 31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,governor
WALWORTH,City of ELKHORN,City of ELKHORN Wards 1-7,Congressional - District 1,State Senate - District 11,Assembly - District 31,2244,1598,33,11,30,3,0,0,0,0,0,0,0,0,1,governor
WALWORTH,City of ELKHORN,City of ELKHORN Ward 8,Congressional - District 1,State Senate - District 11,Assembly - District 32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,governor
WALWORTH,City of LAKE GENEVA,City of LAKE GENEVA Wards 1-2,Congressional - District 1,State Senate - District 11,Assembly - District 32,409,414,10,6,9,0,0,0,0,0,0,0,0,0,0,governor
